"","RawName","CorrectedGenus","CorrectedSpecies"
"15875","Microcos fibrocarpa","Microcos","fibrocarpa"
"15876","Microcos florida","Microcos","florida"
"15877","Microcos grandiflora","Microcos","grandiflora"
"15878","Microcos latifolia","Microcos","latifolia"
"15879","Microcos laurifolia","Microcos","laurifolia"
"15880","Microcos paniculata","Microcos","paniculata"
"15881","Microcos sppGentry1","No","suitable"
"15882","Microcos sppVarirata1","Microcos",NA
"15883","Microcos stylocarpa","Microcos","stylocarpa"
"15884","Microdesmis afrodecandra","Microdesmis","afrodecandra"
"15885","Microdesmis caseariaefolia","Microdesmis","caseariifolia"
"15886","Microdesmis caseariifolia","Microdesmis","caseariifolia"
"15887","Microdesmis haumaniana","Microdesmis","haumaniana"
"15888","Microdesmis keayana","Microdesmis","keayana"
"15889","Microdesmis puberula","Microdesmis","puberula"
"15890","Microdesmis sppBanyong1","Microdesmis",NA
"15891","Microdesmis sppBanyong2","Microdesmis",NA
"15892","Microdesmis sppCM1","Microdesmis",NA
"15893","Microdesmis sppFPnet1","Microdesmis",NA
"15894","Microdesmis sppGA4","Microdesmis",NA
"15895","Microdesmis sppLA1","Microdesmis",NA
"15896","Microdesmis yafungana","Microdesmis","yafungana"
"15897","Microdesmis zenkeri","Microdesmis","zenkeri"
"15898","Micromelum integerrimum","Micromelum","integerrimum"
"15899","Micromelum pubescens","Micromelum","pubescens"
"15900","Micromelum sppPacific1","Micromelum",NA
"15901","Micronychia tsiramiramy","Micronychia","tsiramiramy"
"15902","Micropholis acutangula","Micropholis","acutangula"
"15903","Micropholis brochidodroma","Micropholis","brochidodroma"
"15904","Micropholis casiquiarensis","Micropholis","casiquiarensis"
"15905","Micropholis crassipedicellata","Micropholis","crassipedicellata"
"15906","Micropholis crotonoides","Micropholis","crotonoides"
"15907","Micropholis cylindrocarpa","Micropholis","cylindrocarpa"
"15908","Micropholis egensis","Micropholis","egensis"
"15909","Micropholis garciniifolia","Micropholis","garciniifolia"
"15910","Micropholis gardneriana","Micropholis","gardneriana"
"15911","Micropholis gnaphaloclados","Micropholis","gnaphaloclados"
"15912","Micropholis guyanensis","Micropholis","guyanensis"
"15913","Micropholis longipedicellata","Micropholis","longipedicellata"
"15914","Micropholis macrophylla","Micropholis","macrophylla"
"15915","Micropholis madeirensis","Micropholis","madeirensis"
"15916","Micropholis melinoniana","Micropholis","melinoniana"
"15917","Micropholis mensalis","Micropholis","mensalis"
"15918","Micropholis obscura","Micropholis","obscura"
"15919","Micropholis porphyrocarpa","Micropholis","porphyrocarpa"
"15920","Micropholis splendens","Micropholis","splendens"
"15921","Micropholis sppAraracua1","Micropholis",NA
"15922","Micropholis sppBoraceia1","Micropholis",NA
"15923","Micropholis sppCamorin1","Micropholis",NA
"15924","Micropholis sppCarajas1","Micropholis",NA
"15925","Micropholis sppCuzcoama1","Micropholis",NA
"15926","Micropholis sppFPnet1","Micropholis",NA
"15927","Micropholis sppGF1","Micropholis",NA
"15928","Micropholis sppLinhares1","Micropholis",NA
"15929","Micropholis sppMishws1","Micropholis",NA
"15930","Micropholis sppMishws2","Micropholis",NA
"15931","Micropholis sppRAINFOR1","Micropholis",NA
"15932","Micropholis sppRiomanso1","Micropholis",NA
"15933","Micropholis sppRiotavar1","Micropholis",NA
"15934","Micropholis sppSCA1","Micropholis",NA
"15935","Micropholis sppSaul1","Micropholis",NA
"15936","Micropholis sppSucusari1","Micropholis",NA
"15937","Micropholis sppTEAM1","Micropholis",NA
"15938","Micropholis sppTEAM2","Micropholis",NA
"15939","Micropholis sppTEAM3","Micropholis",NA
"15940","Micropholis sppTEAM4","Micropholis",NA
"15941","Micropholis sppTEAM5","Micropholis",NA
"15942","Micropholis sppTEAM6","Micropholis",NA
"15943","Micropholis trunciflora","Micropholis","trunciflora"
"15944","Micropholis venulosa","Micropholis","venulosa"
"15945","Micropholis williami","Micropholis","williamii"
"15946","Micropholis williamii","Micropholis","williamii"
"15947","Microtropis fokiensis","Microtropis","fokienensis"
"15948","Microtropis occidentalis","Microtropis","occidentalis"
"15949","Microtropis sppSakaerat1","Microtropis",NA
"15950","Mida salicifolia","Mida","salicifolia"
"15951","Mikania angularis","Mikania","angularis"
"15952","Mikania aristei","Mikania","aristei"
"15953","Mikania banisteriae","Mikania","banisteriae"
"15954","Mikania guaco","Mikania","guaco"
"15955","Mikania haenkeana","Mikania","haenkeana"
"15956","Mikania leiostachya","Mikania","leiostachya"
"15957","Mikania sppAllpahua1","Mikania",NA
"15958","Mikania sppAltosapa1","Mikania",NA
"15959","Mikania sppAnchicay1","Mikania",NA
"15960","Mikania sppBoraceia1","Mikania",NA
"15961","Mikania sppCalabate1","Mikania",NA
"15962","Mikania sppCamorin1","Mikania",NA
"15963","Mikania sppCampano1","Mikania",NA
"15964","Mikania sppCampinas1","Mikania",NA
"15965","Mikania sppCampinas2","Mikania",NA
"15966","Mikania sppCarara1","Mikania",NA
"15967","Mikania sppCedral1","Mikania",NA
"15968","Mikania sppCerroayp1","Mikania",NA
"15969","Mikania sppCerroesp1","Mikania",NA
"15970","Mikania sppCerroesp2","Mikania",NA
"15971","Mikania sppCerroolu1","Mikania",NA
"15972","Mikania sppChirinos1","Mikania",NA
"15973","Mikania sppCuangos1","Mikania",NA
"15974","Mikania sppCuangos2","Mikania",NA
"15975","Mikania sppCuangos3","Mikania",NA
"15976","Mikania sppCuevas1","Mikania",NA
"15977","Mikania sppCutervo1","Mikania",NA
"15978","Mikania sppCutervo2","Mikania",NA
"15979","Mikania sppCuyas1","Mikania",NA
"15980","Mikania sppElpargo1","Mikania",NA
"15981","Mikania sppFarall1","Mikania",NA
"15982","Mikania sppFincam1","Mikania",NA
"15983","Mikania sppFincam2","Mikania",NA
"15984","Mikania sppFincam3","Mikania",NA
"15985","Mikania sppFincam4","Mikania",NA
"15986","Mikania sppFincaz1","Mikania",NA
"15987","Mikania sppHuamani1","Mikania",NA
"15988","Mikania sppHumboldt1","Mikania",NA
"15989","Mikania sppIncahuar1","Mikania",NA
"15990","Mikania sppIncahuar2","Mikania",NA
"15991","Mikania sppJatunsac1","Mikania",NA
"15992","Mikania sppJatunsac2","Mikania",NA
"15993","Mikania sppJejuimi1","Mikania",NA
"15994","Mikania sppKennedy1","Mikania",NA
"15995","Mikania sppLaplanad1","Mikania",NA
"15996","Mikania sppLaplanad2","Mikania",NA
"15997","Mikania sppMaquipuc1","Mikania",NA
"15998","Mikania sppMaquipuc2","Mikania",NA
"15999","Mikania sppMiazi1","Mikania",NA
"16000","Mikania sppMiazi2","Mikania",NA
"16001","Mikania sppMurri1","Mikania",NA
"16002","Mikania sppPasochoa1","Mikania",NA
"16003","Mikania sppPasochoa2","Mikania",NA
"16004","Mikania sppRiotavar1","Mikania",NA
"16005","Mikania sppRiotavar2","Mikania",NA
"16006","Mikania sppSabanaru1","No","suitable"
"16007","Mikania sppSabanaru2","Mikania",NA
"16008","Mikania sppSacram1","Mikania",NA
"16009","Mikania sppSacram2","Mikania",NA
"16010","Mikania sppSietecue1","Mikania",NA
"16011","Mikania sppSietecue2","Mikania",NA
"16012","Mikania sppTambo1","Mikania",NA
"16013","Mikania sppUcumari1","Mikania",NA
"16014","Mikania sppVencer1","Mikania",NA
"16015","Mikania sppVencer2","Mikania",NA
"16016","Mikania sppYanam11","Mikania",NA
"16017","Mikania sppYanam21","Mikania",NA
"16018","Mikania szyszylowiczii","Mikania","szyszylowiczii"
"16019","Mikania tonduzii","Mikania","tonduzii"
"16020","Mikania wulfia","Mikania",NA
"16021","Mildbraediodendron sppGHA1","Mildbraediodendron",NA
"16022","Milicia excelsa","Milicia","excelsa"
"16023","Milicia regia","Milicia","regia"
"16024","Militia manii","Milicia",NA
"16025","Miliusa balansae","Miliusa","balansae"
"16026","Milletia sppPande1","Milletia",NA
"16027","Millettia atropurpurea","Millettia","atropurpurea"
"16028","Millettia barteri","Millettia","barteri"
"16029","Millettia comosa","Millettia","comosa"
"16030","Millettia dielsiana","Millettia","dielsiana"
"16031","Millettia drastica","Millettia","drastica"
"16032","Millettia dura","Millettia","dura"
"16033","Millettia echthyochtona","Millettia","echthyochtona"
"16034","Millettia elongistyla","Millettia","elongatistyla"
"16035","Millettia elskensi","Millettia","elskensii"
"16036","Millettia ferruginea","Millettia","ferruginea"
"16037","Millettia impressa","Millettia","impressa"
"16038","Millettia lane-poolei","Millettia","lane-poolei"
"16039","Millettia lasiantha","Millettia","lasiantha"
"16040","Millettia laurentii","Millettia","laurentii"
"16041","Millettia macrophylla","Millettia","macrophylla"
"16042","Millettia mannii","Millettia","mannii"
"16043","Millettia pinnata","Millettia","pinnata"
"16044","Millettia puguensis","Millettia","puguensis"
"16045","Millettia reticulata","Millettia","reticulata"
"16046","Millettia rhodantha","Millettia","rhodantha"
"16047","Millettia sanagana","Millettia","sanagana"
"16048","Millettia sericea","Millettia","sericea"
"16049","Millettia sppCD1","Millettia",NA
"16050","Millettia sppFPnet1","Millettia",NA
"16051","Millettia sppGA1","Millettia",NA
"16052","Millettia sppKhaoyai1","Millettia",NA
"16053","Millettia sppLA1","Millettia",NA
"16054","Millettia sppMtcam1","Millettia",NA
"16055","Millettia sppNdakani1","Millettia",NA
"16056","Millettia sppNdakani2","Millettia",NA
"16057","Millettia sppNdakani3","Millettia",NA
"16058","Millettia sppNdakani4","Millettia",NA
"16059","Millettia sppNdakani5","Millettia",NA
"16060","Millettia sppNdakanni2","Millettia",NA
"16061","Millettia sppPalanan1","Millettia",NA
"16062","Millettia sppPasoh301","Millettia",NA
"16063","Millettia sppPasoh302","Millettia",NA
"16064","Millettia sppPasoh401","Millettia",NA
"16065","Millettia sppPasoh402","Millettia",NA
"16066","Millettia sppPugu1","Millettia",NA
"16067","Millettia versicolor","Millettia","versicolor"
"16068","Millingenia sppRiotavar1","Millingtonia",NA
"16069","Mimosa arenosa","Mimosa","arenosa"
"16070","Mimosa bimucronata","Mimosa","bimucronata"
"16071","Mimosa caesalpiniifolia","Mimosa","caesalpiniifolia"
"16072","Mimosa grandidieri","Mimosa","grandidieri"
"16073","Mimosa guatemalensis","Mimosa","guatemalensis"
"16074","Mimosa guilandinae","Mimosa","guilandinae"
"16075","Mimosa scabrella","Mimosa","scabrella"
"16076","Mimosa sppBRi1","Mimosa",NA
"16077","Mimosa sppBRi2","Mimosa",NA
"16078","Mimosa sppRAINFOR1","Mimosa",NA
"16079","Mimosa sppSCA1","No","suitable"
"16080","Mimosa sppYanaigua1","Mimosa",NA
"16081","Mimulopsis arborescens","Mimulopsis","arborescens"
"16082","Mimusops elengi","Mimusops","elengi"
"16083","Mimusops kummel","Mimusops","kummel"
"16084","Mimusops petiolaris","Mimusops","petiolaris"
"16085","Mimusops sppNosymang1","Mimusops",NA
"16086","Minquartia guianensis","Minquartia","guianensis"
"16087","Minquartia sppAraracua1","Minquartia",NA
"16088","Minquartia sppFPnet1","Minquartia",NA
"16089","Minquartia sppGF1","Minquartia",NA
"16090","Mirdbriodendron sppGHA1","No","suitable"
"16091","Mischocarpus anodontus","Mischocarpus","anodontus"
"16092","Mischocarpus fuscescens","Mischocarpus","fuscescens"
"16093","Mischocarpus pentapetalus","Mischocarpus","pentapetalus"
"16094","Mischocarpus sppGenting1","Mischocarpus",NA
"16095","Mitragyna brunonis","Mitragyna","brunonis"
"16096","Mitragyna rubrostipulata","Mitragyna","rubrostipulata"
"16097","Mitragyne hirsuta","Mitragyna","hirsuta"
"16098","Mitraria coccinea","Mitraria","coccinea"
"16099","Mitrephora glabra","Mitrephora","glabra"
"16100","Mitrephora maingayi","Mitrephora","maingayi"
"16101","Mitrephora polypyrena","Mitrephora","polypyrena"
"16102","Mitrephora sppKhaoyai1","Mitrephora",NA
"16103","Mitrephora sppSakaerat1","Mitrephora",NA
"16104","Mitrophora caroliniana","Mitrophora",NA
"16105","Mnunganunga sppTEAM1","No","suitable"
"16106","Moldenhawera blanchetiana","Moldenhawera","blanchetiana"
"16107","Moldenhawera papillanthera","Moldenhawera","papillanthera"
"16108","Moldenhawera sppSCA1","Moldenhawera",NA
"16109","Molinaea arborea","Molinaea","arborea"
"16110","Mollia gracilis","Mollia","gracilis"
"16111","Mollia lepidota","Mollia","lepidota"
"16112","Mollia sppRionegro1","Mollia",NA
"16113","Mollinedia argyrogyna","Mollinedia","argyrogyna"
"16114","Mollinedia blumenaviana","Mollinedia","blumenaviana"
"16115","Mollinedia boliviensis","Mollinedia","boliviensis"
"16116","Mollinedia calodonta","Mollinedia","calodonta"
"16117","Mollinedia caloneura","Mollinedia","caloneura"
"16118","Mollinedia campanulacea","Mollinedia","campanulacea"
"16119","Mollinedia caudata","Mollinedia","caudata"
"16120","Mollinedia clavigera","Mollinedia","clavigera"
"16121","Mollinedia costaricensis","Mollinedia","costaricensis"
"16122","Mollinedia darienensis","Mollinedia","darienensis"
"16123","Mollinedia fruticulosa","Mollinedia","fruticulosa"
"16124","Mollinedia hylophila","Mollinedia","hylophila"
"16125","Mollinedia killipii","Mollinedia","killipii"
"16126","Mollinedia lamprophylla","Mollinedia","lamprophylla"
"16127","Mollinedia lanceolata","Mollinedia","lanceolata"
"16128","Mollinedia marqueteana","Mollinedia",NA
"16129","Mollinedia marquetiana","Mollinedia",NA
"16130","Mollinedia ovata","Mollinedia","ovata"
"16131","Mollinedia pinchotiana","Mollinedia","pinchotiana"
"16132","Mollinedia racemosa","Mollinedia","racemosa"
"16133","Mollinedia schottiana","Mollinedia","schottiana"
"16134","Mollinedia sppBRi1","Mollinedia",NA
"16135","Mollinedia sppBoraceia1","Mollinedia",NA
"16136","Mollinedia sppBoraceia2","Mollinedia",NA
"16137","Mollinedia sppBoraceia3","Mollinedia",NA
"16138","Mollinedia sppBoraceia4","Mollinedia",NA
"16139","Mollinedia sppCampinas1","Mollinedia",NA
"16140","Mollinedia sppCampinas2","Mollinedia",NA
"16141","Mollinedia sppCandamo1","Mollinedia",NA
"16142","Mollinedia sppCandamo2","Mollinedia",NA
"16143","Mollinedia sppCarlosbo1","Mollinedia",NA
"16144","Mollinedia sppCarlosbo2","Mollinedia",NA
"16145","Mollinedia sppCarlosbo3","Mollinedia",NA
"16146","Mollinedia sppCarlosbo4","Mollinedia",NA
"16147","Mollinedia sppCarlosbo5","Mollinedia",NA
"16148","Mollinedia sppCarlosbo6","Mollinedia",NA
"16149","Mollinedia sppCedral1","Mollinedia",NA
"16150","Mollinedia sppConstanc1","Mollinedia",NA
"16151","Mollinedia sppCuangos1","Mollinedia",NA
"16152","Mollinedia sppCuevas1","Mollinedia",NA
"16153","Mollinedia sppFPnet1","Mollinedia",NA
"16154","Mollinedia sppFincam1","Mollinedia",NA
"16155","Mollinedia sppFincaz1","Mollinedia",NA
"16156","Mollinedia sppHumboldt1","Mollinedia",NA
"16157","Mollinedia sppIncahuar1","Mollinedia",NA
"16158","Mollinedia sppIncahuar2","Mollinedia",NA
"16159","Mollinedia sppIncahuar3","Mollinedia",NA
"16160","Mollinedia sppIndiana1","Mollinedia",NA
"16161","Mollinedia sppLinhares1","Mollinedia",NA
"16162","Mollinedia sppMariquit1","Mollinedia",NA
"16163","Mollinedia sppMishnfl1","Mollinedia",NA
"16164","Mollinedia sppNangarit1","Mollinedia",NA
"16165","Mollinedia sppPE1","Mollinedia",NA
"16166","Mollinedia sppRAINFOR1","Mollinedia",NA
"16167","Mollinedia sppSCA1","Mollinedia",NA
"16168","Mollinedia sppSacram1","Mollinedia",NA
"16169","Mollinedia sppTEAM1","Mollinedia",NA
"16170","Mollinedia sppYanam11","Mollinedia",NA
"16171","Mollinedia tessmannii","Mollinedia","tessmannii"
"16172","Mollinedia tomentosa","Mollinedia","tomentosa"
"16173","Mollinedia triflora","Mollinedia","triflora"
"16174","Mollinedia uleana","Mollinedia","uleana"
"16175","Mollinedia viridiflora","Mollinedia","viridiflora"
"16176","Mollinedia widgrenii","Mollinedia","widgrenii"
"16177","Monanthotaxis laurentii","Monanthotaxis","laurentii"
"16178","Monanthotaxis sppAnkarif1","Monanthotaxis",NA
"16179","Monanthotaxis sppMtcam1","Monanthotaxis",NA
"16180","Monanthotaxis sppPande1","Monanthotaxis",NA
"16181","Monimiaceae sppNC1","Monimiaceae",NA
"16182","Monimiaceae sppSCA1","Monimiaceae",NA
"16183","Monimiastrum globosum","Monimiastrum","globosum"
"16184","Monina sppMaquipuc1","Monina",NA
"16185","Monnina sppAchupall1","Monnina",NA
"16186","Monnina sppAchupall2","Monnina",NA
"16187","Monnina sppChirinos1","Monnina",NA
"16188","Monnina sppCuyas1","Monnina",NA
"16189","Monnina sppFPnet1","Monnina",NA
"16190","Monnina sppFarall1","Monnina",NA
"16191","Monnina sppFincam1","Monnina",NA
"16192","Monnina sppKennedy1","Monnina",NA
"16193","Monnina sppLaplanad1","Monnina",NA
"16194","Monnina sppSabanaru1","Monnina",NA
"16195","Monnina sppSacram1","Monnina",NA
"16196","Monnina sppSacram2","Monnina",NA
"16197","Monnina sppSietecue1","Monnina",NA
"16198","Monnina sppUcumari1","Monnina",NA
"16199","Monocarpia marginalis","Monocarpia","marginalis"
"16200","Monocyclanthus vignei","Monocyclanthus","vignei"
"16201","Monodora angolensis","Monodora","angolensis"
"16202","Monodora arborea","Monodora",NA
"16203","Monodora brevipes","Monodora","brevipes"
"16204","Monodora elastica","Monodora",NA
"16205","Monodora myristica","Monodora","myristica"
"16206","Monodora nirstica","Monodora",NA
"16207","Monodora sppCDi1","Monodora",NA
"16208","Monodora sppGA1","Monodora",NA
"16209","Monodora sppSLE1","Monodora",NA
"16210","Monodora sppTEAM1","Monodora",NA
"16211","Monodora tenuifolia","Monodora","tenuifolia"
"16212","Monopetalanthus ppCDi1","Monopetalanthus",NA
"16213","Monoporus myrianthus","Monoporus","myrianthus"
"16214","Monopteryx sppFPnet1","Monopteryx",NA
"16215","Monotes kerstingii","Monotes","kerstingii"
"16216","Monotoca scoparia","Monotoca","scoparia"
"16217","Monstera dubia","Monstera","dubia"
"16218","Monstera lechleriana","Monstera","lechleriana"
"16219","Monstera sppAnchicay1","Monstera",NA
"16220","Monstera sppBilsa1","Monstera",NA
"16221","Monstera sppBilsa2","Monstera",NA
"16222","Monstera sppTamboall1","Monstera",NA
"16223","Montrouziera cauliflora","Montrouziera","cauliflora"
"16224","Montrouziera gabriellae","Montrouziera","gabriellae"
"16225","Montrouziera sphaeroidea","Montrouziera","sphaeroidea"
"16226","Monvillea cavendishii","Monvillea","cavendishii"
"16227","Moquiniastrum polymorphum","Moquiniastrum","polymorphum"
"16228","Mora excelsa","Mora","excelsa"
"16229","Mora gonggrijpii","Mora","gonggrijpii"
"16230","Mora sppBerbicer1","Mora",NA
"16231","Moraceae sppGF1","Moraceae",NA
"16232","Moraceae sppIN1","Moraceae",NA
"16233","Moraceae sppNC1","Moraceae",NA
"16234","Moraceae sppPacific1","Moraceae",NA
"16235","Morelia senegalensis","Morelia","senegalensis"
"16236","Morella cerifera","Morella","cerifera"
"16237","Morella faya","Morella","faya"
"16238","Morella pubescens","Morella","pubescens"
"16239","Morinda acutifolia","Morinda","acutifolia"
"16240","Morinda citrifolia","Morinda","citrifolia"
"16241","Morinda coreia","Morinda","coreia"
"16242","Morinda geminata","Morinda","geminata"
"16243","Morinda latibractea","Morinda","latibractea"
"16244","Morinda lucida","Morinda","lucida"
"16245","Morinda pedunculata","Morinda","pedunculata"
"16246","Morinda sppCentinel1","Morinda",NA
"16247","Morinda sppUS1","Morinda",NA
"16248","Morinda tomentosa","Morinda","tomentosa"
"16249","Morinda trimera","Morinda","trimera"
"16250","Moringa oleifera","Moringa","oleifera"
"16251","Morisonia americana","No","suitable"
"16252","Morisonia oblongifolia","Morisonia","oblongifolia"
"16253","Moronobea coccinea","Moronobea","coccinea"
"16254","Moronobea esculenta","Moronobea","esculenta"
"16255","Moronobea sppDucke1","Moronobea",NA
"16256","Moronobea sppRAINFOR1","Moronobea",NA
"16257","Mortoniodendron anisophyllum","Mortoniodendron","anisophyllum"
"16258","Mortoniodendron guatemalense","Mortoniodendron","guatemalense"
"16259","Mortoniodendron sppCarara1","Mortoniodendron",NA
"16260","Mortoniodendron sppGT1","Mortoniodendron",NA
"16261","Mortoniodendron sppOsasiren1","Mortoniodendron",NA
"16262","Mortoniodendron sppRAINFOR1","Mortoniodendron",NA
"16263","Mortoniodendron sppRanchoqu1","Mortoniodendron",NA
"16264","Morus alba","Morus","alba"
"16265","Morus bombycis","Morus","bombycis"
"16266","Morus cathayana","Morus","cathayana"
"16267","Morus celtidifolia","Morus","celtidifolia"
"16268","Morus insignis","Morus","insignis"
"16269","Morus laevigata","Morus","laevigata"
"16270","Morus mesozygia","Morus","mesozygia"
"16271","Morus microphylla","No","suitable"
"16272","Morus nigra","Morus","nigra"
"16273","Morus rubra","Morus","rubra"
"16274","Morus sppES1","Morus",NA
"16275","Morus sppIN1","Morus",NA
"16276","Morus sppIT1","Morus",NA
"16277","Morus sppUS1","Morus",NA
"16278","Mosannona depressa","Mosannona","depressa"
"16279","Mosannona garwoodii","Mosannona","garwoodii"
"16280","Mosannona papillosa","Mosannona","papillosa"
"16281","Mosannona parva","No","suitable"
"16282","Mosannona raimondii","Mosannona","raimondii"
"16283","Mosannona sppFPnet1","Mosannona",NA
"16284","Mosannona sppRAINFOR1","Mosannona",NA
"16285","Mosannona sppTEAM1","Mosannona",NA
"16286","Mosquitoxylon jamaicense","Mosquitoxylum","jamaicense"
"16287","Mosquitoxylum jamaicense","Mosquitoxylum","jamaicense"
"16288","Motandra sppMakokou11","Motandra",NA
"16289","Motandra sppMakokou12","Motandra",NA
"16290","Motandra sppMakokou21","Motandra",NA
"16291","Mouriri acutiflora","Mouriri","acutiflora"
"16292","Mouriri angulicosta","Mouriri","angulicosta"
"16293","Mouriri apiranga","Mouriri","apiranga"
"16294","Mouriri barinensis","Mouriri","barinensis"
"16295","Mouriri brachyanthera","Mouriri","brachyanthera"
"16296","Mouriri brevipes","Mouriri","brevipes"
"16297","Mouriri cauliflora","Mouriri","cauliflora"
"16298","Mouriri chamissoana","Mouriri","chamissoana"
"16299","Mouriri collocarpa","Mouriri","collocarpa"
"16300","Mouriri crassifolia","Mouriri","crassifolia"
"16301","Mouriri cyphocarpa","Mouriri","cyphocarpa"
"16302","Mouriri dimorphandra","Mouriri","dimorphandra"
"16303","Mouriri doriana","Mouriri","doriana"
"16304","Mouriri duckeana","Mouriri","duckeana"
"16305","Mouriri duckeanoides","Mouriri","duckeanoides"
"16306","Mouriri dumetosa","Mouriri","dumetosa"
"16307","Mouriri glazioviana","Mouriri","glazioviana"
"16308","Mouriri gleasoniana","Mouriri","gleasoniana"
"16309","Mouriri grandiflora","Mouriri","grandiflora"
"16310","Mouriri guianensis","Mouriri","guianensis"
"16311","Mouriri helleri","Mouriri","helleri"
"16312","Mouriri huberi","Mouriri","huberi"
"16313","Mouriri laxiflora","Mouriri","laxiflora"
"16314","Mouriri micranthera","Mouriri","micranthera"
"16315","Mouriri myrtifolia","Mouriri","myrtifolia"
"16316","Mouriri myrtilloides","Mouriri","myrtilloides"
"16317","Mouriri nervosa","Mouriri","nervosa"
"16318","Mouriri nigra","Mouriri","nigra"
"16319","Mouriri oligantha","Mouriri","oligantha"
"16320","Mouriri peruviana","Mouriri","peruviana"
"16321","Mouriri regeliana","Mouriri","regeliana"
"16322","Mouriri sagotiana","Mouriri","sagotiana"
"16323","Mouriri sppAraracua1","Mouriri",NA
"16324","Mouriri sppBelem1","Mouriri",NA
"16325","Mouriri sppCamorin1","Mouriri",NA
"16326","Mouriri sppCarajas1","Mouriri",NA
"16327","Mouriri sppCochacas1","Mouriri",NA
"16328","Mouriri sppCuzcoama1","No","suitable"
"16329","Mouriri sppDucke1","Mouriri",NA
"16330","Mouriri sppFPnet1","Mouriri",NA
"16331","Mouriri sppGF1","Mouriri",NA
"16332","Mouriri sppGF2","Mouriri",NA
"16333","Mouriri sppIndiana1","Mouriri",NA
"16334","Mouriri sppJatunsac1","Mouriri",NA
"16335","Mouriri sppJenarohe1","Mouriri",NA
"16336","Mouriri sppLaraya1","Mouriri",NA
"16337","Mouriri sppMiazi1","Mouriri",NA
"16338","Mouriri sppMishnfl1","Mouriri",NA
"16339","Mouriri sppNuevomun1","Mouriri",NA
"16340","Mouriri sppNuevomun2","Mouriri",NA
"16341","Mouriri sppRAINFOR1","Mouriri",NA
"16342","Mouriri sppRioheath1","Mouriri",NA
"16343","Mouriri sppRioheath2","Mouriri",NA
"16344","Mouriri sppRiomanso2","Mouriri",NA
"16345","Mouriri sppSCA1","Mouriri",NA
"16346","Mouriri sppSCA2","Mouriri",NA
"16347","Mouriri sppTEAM1","Mouriri",NA
"16348","Mouriri sppTahuampa1","Mouriri",NA
"16349","Mouriri sppTamblat21","Mouriri",NA
"16350","Mouriri trunciflora","Mouriri","trunciflora"
"16351","Mouriri vernicosa","Mouriri","vernicosa"
"16352","Moutabea aculeata","Moutabea","aculeata"
"16353","Moutabea gentryi","Moutabea","gentryi"
"16354","Moutabea guianensis","Moutabea","guianensis"
"16355","Moutabea longifolia","Moutabea","longifolia"
"16356","Moutabea sppBelem1","Moutabea",NA
"16357","Moutabea sppBilsa1","Moutabea",NA
"16358","Moutabea sppCabezade1","Moutabea",NA
"16359","Moutabea sppCandamo1","Moutabea",NA
"16360","Moutabea sppCentinel1","Moutabea",NA
"16361","Moutabea sppMishnfl1","Moutabea",NA
"16362","Moutabea sppNangarit1","Moutabea",NA
"16363","Moutabea sppTahuampa1","Moutabea",NA
"16364","Moystonia sppLoshaiti1","Monsonia",NA
"16365","Msengela sppTEAM1","No","suitable"
"16366","Mucoa duckei","Mucoa","duckei"
"16367","Mucuna gigantea","Mucuna","gigantea"
"16368","Mucuna mutisiana","Mucuna","mutisiana"
"16369","Muehlenbeckia australis","Muehlenbeckia","australis"
"16370","Muehlenbeckia sppAltosapa1","Muehlenbeckia",NA
"16371","Muehlenbeckia sppKennedy1","Muehlenbeckia",NA
"16372","Muehlenbeckia sppNeusa1","Muehlenbeckia",NA
"16373","Muehlenbeckia sppPasochoa1","Muehlenbeckia",NA
"16374","Muehlenbeckia sppSietecue1","Muehlenbeckia",NA
"16375","Muehlenbeckia tamnifolia","Muehlenbeckia","tamnifolia"
"16376","Muellera campestris","Muellera","campestris"
"16377","Muellera grazielae","Muellera","grazielae"
"16378","Munnozia jussieui","Munnozia","jussieui"
"16379","Muntigia calabura","Muntingia","calabura"
"16380","Muntingia calabura","Muntingia","calabura"
"16381","Murraya paniculata","Murraya","paniculata"
"16382","Musa maclayi","Musa","maclayi"
"16383","Musa paradisiaca","Musa","paradisiaca"
"16384","Musa sapientium","Musa","sapientum"
"16385","Musa sppIN1","Musa",NA
"16386","Musa sppUS1","Musa",NA
"16387","Musanga cecropioides","Musanga","cecropioides"
"16388","Musgravea stenostachya","Musgravea","stenostachya"
"16389","Mussaenda erectiloba","Mussaenda","erectiloba"
"16390","Mussaenda isertiana","Mussaenda","isertiana"
"16391","Mussaenda landolphioides","Mussaenda","landolphioides"
"16392","Mussaenda philippica","Mussaenda","philippica"
"16393","Mussaenda pubescens","Mussaenda","pubescens"
"16394","Mussaenda sericea","Mussaenda","sericea"
"16395","Mussaenda sppKhaoyai1","Mussaenda",NA
"16396","Mussaenda sppPasoh301","Mussaenda",NA
"16397","Mussaendopsis beccariana","Mussaendopsis","beccariana"
"16398","Mussaendopsis sppBakosar1","Mussaendopsis",NA
"16399","Mussatia hyacinthina","Mussatia","hyacinthina"
"16400","Mussatia prieurei","Mussatia","prieurei"
"16401","Mycocarpon sppCandamo1","No","suitable"
"16402","Myodocarpus fraxinifolius","Myodocarpus","fraxinifolius"
"16403","Myodocarpus involucratus","Myodocarpus","involucratus"
"16404","Myodocarpus pinnatus","Myodocarpus","pinnatus"
"16405","Myoporum laetum","Myoporum","laetum"
