"family","genus","species","wd","Region","Reference.Number"
"Fabaceae","Afzelia","africana",0.624,"Africa (tropical)",143
"Fabaceae","Afzelia","africana",0.683,"Africa (tropical)",147
"Fabaceae","Afzelia","africana",0.693,"Africa (tropical)",147
"Fabaceae","Afzelia","africana",0.715,"Africa (tropical)",147
"Fabaceae","Afzelia","africana",0.721,"Africa (tropical)",147
"Fabaceae","Afzelia","africana",0.721,"Africa (tropical)",147
"Fabaceae","Afzelia","africana",0.774,"Africa (tropical)",147
"Fabaceae","Afzelia","africana",0.703,"Africa (tropical)",182
"Fabaceae","Afzelia","bella",0.637,"Africa (tropical)",147
"Fabaceae","Afzelia","bipindensis",0.689,"Africa (tropical)",1
"Fabaceae","Afzelia","bipindensis",0.695,"Africa (tropical)",85
"Fabaceae","Afzelia","bipindensis",0.66,"Africa (tropical)",123
"Fabaceae","Afzelia","bipindensis",0.661,"Africa (tropical)",143
"Fabaceae","Afzelia","bipindensis",0.752,"Africa (tropical)",147
"Fabaceae","Afzelia","bipindensis",0.768,"Africa (tropical)",147
"Fabaceae","Afzelia","bipindensis",0.781,"Africa (tropical)",147
"Fabaceae","Afzelia","bipindensis",0.805,"Africa (tropical)",147
"Fabaceae","Afzelia","bipindensis",0.825,"Africa (tropical)",147
"Fabaceae","Afzelia","bipindensis",0.703,"Africa (tropical)",182
"Fabaceae","Afzelia","bipindensis",0.706,"Africa (tropical)",202
"Fabaceae","Afzelia","bracteata",0.68,"Africa (tropical)",179
"Fabaceae","Afzelia",NA,0.689,"Africa (tropical)",1
"Fabaceae","Afzelia",NA,0.67,"Africa (tropical)",85
"Fabaceae","Afzelia","javanica",0.54,"South-East Asia (tropical)",129
"Fabaceae","Afzelia","javanica",0.57,"South-East Asia (tropical)",129
"Fabaceae","Afzelia","javanica",0.72,"South-East Asia (tropical)",129
"Fabaceae","Afzelia","pachyloba",0.689,"Africa (tropical)",1
"Fabaceae","Afzelia","pachyloba",0.64,"Africa (tropical)",39
"Fabaceae","Afzelia","pachyloba",0.663,"Africa (tropical)",85
"Fabaceae","Afzelia","pachyloba",0.615,"Africa (tropical)",147
"Fabaceae","Afzelia","pachyloba",0.665,"Africa (tropical)",147
"Fabaceae","Afzelia","pachyloba",0.673,"Africa (tropical)",147
"Fabaceae","Afzelia","pachyloba",0.742,"Africa (tropical)",147
"Fabaceae","Afzelia","pachyloba",0.76,"Africa (tropical)",147
"Fabaceae","Afzelia","pachyloba",0.703,"Africa (tropical)",182
"Fabaceae","Afzelia","parviflora",0.679,"Africa (tropical)",98
"Fabaceae","Afzelia","quanzensis",0.689,"Africa (tropical)",1
"Fabaceae","Afzelia","quanzensis",0.67,"Africa (tropical)",58
"Fabaceae","Afzelia","quanzensis",0.745,"Africa (tropical)",182
"Fabaceae","Afzelia","quanzensis",0.76,"Africa (tropical)",104
"Fabaceae","Afzelia","rhomboidea",0.59,"South-East Asia (tropical)",129
"Araucariaceae","Agathis","alba",0.38,"South-East Asia (tropical)",43
"Araucariaceae","Agathis","atropurpurea",0.413,"Australia/PNG (tropical)",90
"Araucariaceae","Agathis","australis",0.45,"South-East Asia",136
"Araucariaceae","Agathis","borneensis",0.4,"South-East Asia (tropical)",176
"Araucariaceae","Agathis","borneensis",0.38,"South-East Asia (tropical)",170
"Araucariaceae","Agathis","borneensis",0.37,"South-East Asia (tropical)",170
"Araucariaceae","Agathis","dammara",0.49,"South-East Asia (tropical)",129
"Araucariaceae","Agathis","dammara",0.413,"Australia/PNG (tropical)",27
"Araucariaceae","Agathis","labillardierei",0.38,"South-East Asia (tropical)",170
"Araucariaceae","Agathis","microstachya",0.458,"Australia/PNG (tropical)",90
"Araucariaceae","Agathis","microstachya",0.413,"Australia/PNG (tropical)",90
"Araucariaceae","Agathis","philippinensis",0.45,"South-East Asia (tropical)",170
"Araucariaceae","Agathis","robusta",0.397,"Australia/PNG (tropical)",90
"Araucariaceae","Agathis","robusta",0.401,"Australia",90
"Araucariaceae","Agathis","robusta",0.413,"Australia/PNG (tropical)",90
"Araucariaceae","Agathis","robusta",0.413,"Australia/PNG (tropical)",90
"Araucariaceae","Agathis","robusta",0.38,"Australia/PNG (tropical)",170
"Araucariaceae","Agathis","vitiensis",0.45,"Oceania",9
"Meliaceae","Aglaia","agglomerata",0.62,"South-East Asia (tropical)",170
"Meliaceae","Aglaia","argentea",0.58,"South-East Asia (tropical)",129
"Meliaceae","Aglaia","argentea",0.63,"South-East Asia (tropical)",129
"Meliaceae","Aglaia","argentea",0.65,"South-East Asia (tropical)",170
"Meliaceae","Aglaia","argentea",0.66,"South-East Asia (tropical)",43
"Meliaceae","Aglaia","aspera",0.71,"South-East Asia (tropical)",177
"Meliaceae","Aglaia","cordata",0.78,"South-East Asia (tropical)",43
"Meliaceae","Aglaia","cucullata",0.62,"South-East Asia (tropical)",129
"Meliaceae","Aglaia","cucullata",0.58,"South-East Asia (tropical)",43
"Meliaceae","Aglaia","cucullata",0.456,"Australia/PNG (tropical)",27
"Meliaceae","Aglaia","dasyclada",0.56,"China",33
"Meliaceae","Aglaia","dasyclada",0.5,"South-East Asia (tropical)",126
"Meliaceae","Aglaia","dasyclada",0.6,"China",33
"Meliaceae","Aglaia","edulis",0.71,"South-East Asia (tropical)",170
"Meliaceae","Aglaia","elaeagnoidea",0.63,"South-East Asia (tropical)",126
"Meliaceae","Aglaia","elliptica",0.66,"South-East Asia (tropical)",170
"Meliaceae","Aglaia","exstipulata",0.8,"South-East Asia (tropical)",170
"Meliaceae","Aglaia","forbesii",0.66,"South-East Asia (tropical)",177
"Meliaceae","Aglaia","grandis",0.66,"South-East Asia (tropical)",170
"Meliaceae","Aglaia","griffithii",0.86,"South-East Asia (tropical)",43
"Meliaceae","Aglaia","hiernii",0.5,"India",109
"Meliaceae","Aglaia",NA,0.723,"Australia/PNG (tropical)",27
"Meliaceae","Aglaia","lanceolata",0.69,"South-East Asia (tropical)",43
"Meliaceae","Aglaia","lawii",0.61,"South-East Asia (tropical)",126
"Meliaceae","Aglaia","lawii",0.58,"South-East Asia (tropical)",16
"Meliaceae","Aglaia","leptantha",0.64,"South-East Asia (tropical)",177
"Meliaceae","Aglaia","leucophylla",0.72,"South-East Asia (tropical)",177
"Meliaceae","Aglaia","luzoniensis",0.65,"South-East Asia (tropical)",170
"Meliaceae","Aglaia","macrocarpa",0.55,"South-East Asia (tropical)",170
"Meliaceae","Aglaia","maingayi",0.79,"South-East Asia (tropical)",43
"Meliaceae","Aglaia","malaccensis",0.61,"South-East Asia (tropical)",170
"Meliaceae","Aglaia","malaccensis",0.67,"South-East Asia (tropical)",43
"Meliaceae","Aglaia","merostela",0.74,"South-East Asia (tropical)",43
"Meliaceae","Aglaia","multinervis",0.64,"South-East Asia (tropical)",170
"Meliaceae","Aglaia",NA,0.689,"Australia/PNG (tropical)",90
"Meliaceae","Aglaia","odoratissima",0.71,"South-East Asia (tropical)",129
"Meliaceae","Aglaia","odoratissima",0.72,"South-East Asia (tropical)",43
"Meliaceae","Aglaia","pachyphylla",0.69,"South-East Asia (tropical)",170
"Meliaceae","Aglaia","perviridis",0.81,"South-East Asia (tropical)",170
"Meliaceae","Aglaia","ridleyi",0.61,"South-East Asia (tropical)",43
"Meliaceae","Aglaia","roxburghiana",0.663,"China",33
"Meliaceae","Aglaia","roxburghiana",0.74,"China",33
"Meliaceae","Aglaia","rubescens",0.58,"South-East Asia (tropical)",43
"Meliaceae","Aglaia","rubiginosa",0.76,"South-East Asia (tropical)",129
"Meliaceae","Aglaia","rubiginosa",0.76,"South-East Asia (tropical)",43
"Meliaceae","Aglaia","sapindina",0.42,"South-East Asia (tropical)",170
"Meliaceae","Aglaia","silvestris",0.67,"South-East Asia (tropical)",177
"Meliaceae","Aglaia","simplicifolia",0.77,"South-East Asia (tropical)",177
"Meliaceae","Aglaia","spectabilis",0.55,"South-East Asia (tropical)",126
"Meliaceae","Aglaia","spectabilis",0.6,"South-East Asia (tropical)",170
"Meliaceae","Aglaia","subcuprea",0.73,"South-East Asia (tropical)",129
"Meliaceae","Aglaia","tenuicaulis",0.73,"South-East Asia (tropical)",43
"Meliaceae","Aglaia","tomentosa",0.66,"South-East Asia (tropical)",129
"Meliaceae","Aglaia","tomentosa",0.69,"South-East Asia (tropical)",170
"Meliaceae","Aglaia","unifoliolata",0.76,"South-East Asia (tropical)",129
"Meliaceae","Aglaia","wallichii",0.554,"South-East Asia (tropical)",14
"Opiliaceae","Agonandra","brasiliensis",0.87,"South America (extratropical)",114
"Opiliaceae","Agonandra","brasiliensis",0.861,"South America (tropical)",189
"Opiliaceae","Agonandra","brasiliensis",0.8,"South America (tropical)",44
"Opiliaceae","Agonandra","brasiliensis",0.74,"South America (tropical)",188
"Opiliaceae","Agonandra","silvatica",0.861,"South America (tropical)",30
"Opiliaceae","Agonandra","silvatica",0.8,"South America (tropical)",44
"Euphorbiaceae","Agrostistachys","borneensis",0.82,"South-East Asia (tropical)",43
"Euphorbiaceae","Agrostistachys","gaudichaudii",0.59,"South-East Asia (tropical)",43
"Rubiaceae","Aidia","micrantha",0.663,"Africa (extratropical)",72
"Rubiaceae","Aidia","ochroleuca",0.824,"Africa (tropical)",85
"Rubiaceae","Aidia","racemosa",0.771,"Australia/PNG (tropical)",90
"Simaroubaceae","Ailanthus","altissima",0.457,"NorthAmerica",6
"Simaroubaceae","Ailanthus","altissima",0.548,"China",33
"Simaroubaceae","Ailanthus","altissima",0.579,"China",33
"Simaroubaceae","Ailanthus","altissima",0.505,"China",33
"Simaroubaceae","Ailanthus","altissima",0.536,"China",33
"Simaroubaceae","Ailanthus","altissima",0.49,"Africa (extratropical)",58
"Simaroubaceae","Ailanthus","excelsa",0.4,"India",26
"Simaroubaceae","Ailanthus","integrifolia",0.31,"South-East Asia (tropical)",80
"Simaroubaceae","Ailanthus","integrifolia",0.3,"South-East Asia (tropical)",170
"Simaroubaceae","Ailanthus","peekelii",0.465,"Australia/PNG (tropical)",27
"Simaroubaceae","Ailanthus","triphysa",0.375,"Australia/PNG (tropical)",90
"Simaroubaceae","Ailanthus","triphysa",0.366,"Australia/PNG (tropical)",90
"Simaroubaceae","Ailanthus","triphysa",0.375,"Australia/PNG (tropical)",90
"Simaroubaceae","Ailanthus","triphysa",0.375,"Australia/PNG (tropical)",90
"Simaroubaceae","Ailanthus","triphysa",0.3,"South-East Asia (tropical)",129
"Lauraceae","Aiouea","impressa",0.37,"South America (tropical)",44
"Cunoniaceae","Aistopetalum","viticoides",0.76,"South-East Asia (tropical)",129
"Akaniaceae","Akania","bidwillii",0.573,"Australia/PNG (tropical)",90
"Akaniaceae","Akania","bidwillii",0.573,"Australia/PNG (tropical)",90
"Cornaceae","Alangium","chinense",0.412,"China",33
"Cornaceae","Alangium","chinense",0.432,"China",33
"Cornaceae","Alangium","chinense",0.361,"Africa (tropical)",137
"Cornaceae","Alangium","griffithii",0.7,"South-East Asia (tropical)",129
"Cornaceae","Alangium","javanicum",0.68,"South-East Asia (tropical)",129
"Cornaceae","Alangium","javanicum",0.78,"South-East Asia (tropical)",43
"Cornaceae","Alangium","kurzii",0.42,"South-East Asia (tropical)",129
"Cornaceae","Alangium","longiflorum",0.683,"South-East Asia (tropical)",145
"Cornaceae","Alangium","maliliense",0.69,"South-East Asia (tropical)",129
"Cornaceae","Alangium","nobile",0.77,"South-East Asia (tropical)",129
"Cornaceae","Alangium","nobile",0.73,"South-East Asia (tropical)",43
"Cornaceae","Alangium","ridleyi",0.72,"South-East Asia (tropical)",129
"Cornaceae","Alangium","ridleyi",0.83,"South-East Asia (tropical)",43
"Cornaceae","Alangium","salviifolium",0.8,"India",26
"Cornaceae","Alangium","villosum",0.607,"Australia/PNG (tropical)",90
"Cornaceae","Alangium","villosum",0.607,"Australia/PNG (tropical)",90
"Cornaceae","Alangium","villosum",0.51,"South-East Asia (tropical)",129
"Cornaceae","Alangium","villosum",0.51,"South-East Asia (tropical)",129
"Cornaceae","Alangium","villosum",0.55,"South-East Asia (tropical)",129
"Cornaceae","Alangium","villosum",0.55,"South-East Asia (tropical)",129
"Fabaceae","Albizia","acle",0.51,"South-East Asia (tropical)",129
"Fabaceae","Albizia","adianthifolia",0.5,"Africa (tropical)",136
"Fabaceae","Albizia","adianthifolia",0.646,"Africa (tropical)",1
"Fabaceae","Albizia","adianthifolia",0.482,"Africa (tropical)",98
"Fabaceae","Albizia","adianthifolia",0.516,"Africa (tropical)",137
"Fabaceae","Albizia","adianthifolia",0.45,"Africa (tropical)",147
"Fabaceae","Albizia","adianthifolia",0.474,"Africa (tropical)",147
"Fabaceae","Albizia","adianthifolia",0.502,"Africa (tropical)",147
"Fabaceae","Albizia","adianthifolia",0.49,"Madagascar",75
"Fabaceae","Albizia","amara",0.723,"India",135
"Fabaceae","Albizia","amara",0.758,"Africa (extratropical)",72
"Fabaceae","Albizia","antunesiana",0.715,"Africa (extratropical)",72
"Fabaceae","Albizia","antunesiana",0.671,"Africa (extratropical)",71
"Fabaceae","Albizia","brevifolia",0.801,"Africa (extratropical)",72
"Fabaceae","Albizia","chinensis",0.3,"South-East Asia (tropical)",126
"Fabaceae","Albizia","coriaria",0.56,"Africa (extratropical)",123
"Fabaceae","Albizia","dinklagei",0.76,"Africa (tropical)",147
"Fabaceae","Albizia","falcata",0.298,"China",33
"Fabaceae","Albizia","falcata",0.344,"China",33
"Fabaceae","Albizia","falcata",0.37,"South-East Asia (tropical)",43
"Fabaceae","Albizia","falcata",0.28,"China",33
"Fabaceae","Albizia","falcataria",0.284,"Australia/PNG (tropical)",27
"Fabaceae","Albizia","ferruginea",0.5,"Africa (tropical)",136
"Fabaceae","Albizia","ferruginea",0.577,"Africa (tropical)",1
"Fabaceae","Albizia","ferruginea",0.491,"Africa (tropical)",85
"Fabaceae","Albizia","ferruginea",0.445,"Africa (tropical)",79
"Fabaceae","Albizia","ferruginea",0.43,"Africa (tropical)",98
"Fabaceae","Albizia","ferruginea",0.516,"Africa (tropical)",137
"Fabaceae","Albizia","ferruginea",0.444,"Africa (tropical)",147
"Fabaceae","Albizia","ferruginea",0.479,"Africa (tropical)",147
"Fabaceae","Albizia","ferruginea",0.567,"Africa (tropical)",147
"Fabaceae","Albizia","glaberrima",0.545,"Africa (tropical)",85
"Fabaceae","Albizia","glaberrima",0.59,"South-East Asia (tropical)",13
"Fabaceae","Albizia","grandibracteata",0.456,"Africa (tropical)",179
"Fabaceae","Albizia","guachapele",0.56,"South America (tropical)",141
"Fabaceae","Albizia","guachapele",0.52,"Central America (tropical)",196
"Fabaceae","Albizia","guachapele",0.5,"South America (tropical)",204
"Fabaceae","Albizia","guachapele",0.47,"South America (tropical)",44
"Fabaceae","Albizia","gummifera",0.5,"Africa (tropical)",136
"Fabaceae","Albizia","gummifera",0.646,"Africa (extratropical)",1
"Fabaceae","Albizia","gummifera",0.534,"Africa (extratropical)",85
"Fabaceae","Albizia","gummifera",0.52,"Africa (extratropical)",124
"Fabaceae","Albizia","gummifera",0.516,"Africa (extratropical)",137
"Fabaceae","Albizia","gummifera",0.552,"Africa (extratropical)",182
"Fabaceae","Albizia","gummifera",0.469,"Africa (extratropical)",72
"Fabaceae","Albizia",NA,0.45,"South America (tropical)",20
"Fabaceae","Albizia",NA,0.52,"Africa (tropical)",85
"Fabaceae","Albizia",NA,0.497,"Africa (tropical)",147
"Fabaceae","Albizia",NA,0.562,"Africa (tropical)",147
"Fabaceae","Albizia",NA,0.595,"Africa (tropical)",147
"Fabaceae","Albizia","inundata",0.65,"South America (extratropical)",114
"Fabaceae","Albizia","inundata",0.516,"South America (extratropical)",66
"Fabaceae","Albizia","kalkora",0.497,"China",33
"Fabaceae","Albizia","kalkora",0.482,"China",33
"Fabaceae","Albizia","lebbeck",0.67,"China",33
"Fabaceae","Albizia","lebbeck",0.8,"India",26
"Fabaceae","Albizia","lebbeck",0.55,"South-East Asia (tropical)",16
"Fabaceae","Albizia","lebbeck",0.453,"China",33
"Fabaceae","Albizia","lebbeck",0.573,"South-East Asia (tropical)",147
"Fabaceae","Albizia","lebbeck",0.538,"South-East Asia (tropical)",182
"Fabaceae","Albizia","lebbek",0.71,"South-East Asia (tropical)",43
"Fabaceae","Albizia","lebbekoides",0.568,"Africa (tropical)",98
"Fabaceae","Albizia","lucida",0.88,"India",26
"Fabaceae","Albizia","lucidior",0.758,"South-East Asia (tropical)",14
"Fabaceae","Albizia","marginata",0.65,"South America (tropical)",44
"Fabaceae","Albizia","niopoides",0.64,"South America (tropical)",141
"Fabaceae","Albizia","niopoides",0.63,"Central America (tropical)",116
"Fabaceae","Albizia","niopoides",0.33,"Central America (tropical)",196
"Fabaceae","Albizia","niopoides",0.62,"South America (tropical)",44
"Fabaceae","Albizia","odoratissima",0.6,"China",33
"Fabaceae","Albizia","odoratissima",0.714,"China",33
"Fabaceae","Albizia","odoratissima",0.57,"South-East Asia (tropical)",126
"Fabaceae","Albizia","odoratissima",0.579,"China",33
"Fabaceae","Albizia","odoratissima",0.701,"China",33
"Fabaceae","Albizia","odoratissima",0.667,"South-East Asia (tropical)",14
"Fabaceae","Albizia","pedicellata",0.35,"South-East Asia (tropical)",129
"Fabaceae","Albizia","pedicellata",0.28,"South-East Asia (tropical)",43
"Fabaceae","Albizia","pistaciifolia",0.45,"South America (tropical)",44
"Fabaceae","Albizia","procera",0.47,"South-East Asia (tropical)",204
"Fabaceae","Albizia","procera",0.633,"Australia/PNG (tropical)",90
"Fabaceae","Albizia","procera",0.587,"China",33
"Fabaceae","Albizia","procera",0.55,"South-East Asia (tropical)",126
"Fabaceae","Albizia","procera",0.64,"India",26
"Fabaceae","Albizia","procera",0.565,"China",33
"Fabaceae","Albizia","procera",0.56,"Australia/PNG (tropical)",27
"Fabaceae","Albizia","procera",0.579,"Africa (tropical)",182
"Fabaceae","Albizia","purpusii",0.64,"Mexico",23
"Fabaceae","Albizia","retusa",0.46,"South-East Asia (tropical)",129
"Fabaceae","Albizia","saman",0.5,"South America (tropical)",110
"Fabaceae","Albizia","saman",0.49,"South-East Asia (tropical)",129
"Fabaceae","Albizia","saponaria",0.57,"South-East Asia (tropical)",129
"Fabaceae","Albizia","schimperiana",0.525,"Africa (extratropical)",72
"Fabaceae","Albizia","splendens",0.54,"South-East Asia (tropical)",129
"Fabaceae","Albizia","sumatrana",0.38,"South-East Asia (tropical)",129
"Fabaceae","Albizia","tanganyicensis",0.263,"Africa (extratropical)",72
"Fabaceae","Albizia","tomentella",0.59,"South-East Asia (tropical)",129
"Fabaceae","Albizia","umbrosa",0.63,"South-East Asia (tropical)",170
"Fabaceae","Albizia","versicolor",0.577,"Africa (tropical)",1
"Fabaceae","Albizia","versicolor",0.568,"Africa (tropical)",137
"Fabaceae","Albizia","versicolor",0.787,"Africa (tropical)",179
"Fabaceae","Albizia","zimmermannii",0.801,"Africa (extratropical)",72
"Fabaceae","Albizia","zygia",0.51,"Africa (tropical)",170
"Fabaceae","Albizia","zygia",0.48,"Africa (tropical)",85
"Fabaceae","Albizia","zygia",0.43,"Africa (tropical)",98
"Fabaceae","Albizia","zygia",0.439,"Africa (tropical)",147
"Fabaceae","Albizia","zygia",0.552,"Africa (tropical)",182
"Fabaceae","Albizia","zygia",0.551,"Africa (tropical)",199
"Euphorbiaceae","Alchornea","brachygyne",0.34,"South America (tropical)",44
"Euphorbiaceae","Alchornea","castaneifolia",0.34,"South America (tropical)",134
"Euphorbiaceae","Alchornea","costaricensis",0.301,"Central America (tropical)",168
"Euphorbiaceae","Alchornea","glandulosa",0.4,"South America (extratropical)",114
"Euphorbiaceae","Alchornea","glandulosa",0.4,"South America (tropical)",180
"Euphorbiaceae","Alchornea","glandulosa",0.41,"South America (tropical)",57
"Euphorbiaceae","Alchornea","glandulosa",0.34,"South America (tropical)",44
"Euphorbiaceae","Alchornea","glandulosa",0.34,"South America (tropical)",44
"Euphorbiaceae","Alchornea","grandis",0.34,"South America (tropical)",44
"Euphorbiaceae","Alchornea","hirtella",0.525,"Africa (extratropical)",72
"Euphorbiaceae","Alchornea","iricurana",0.507,"South America (extratropical)",46
"Euphorbiaceae","Alchornea","latifolia",0.49,"South America (tropical)",141
"Euphorbiaceae","Alchornea","latifolia",0.4,"Central America (tropical)",116
"Euphorbiaceae","Alchornea","latifolia",0.39,"Mexico",23
"Euphorbiaceae","Alchornea","schomburgkii",0.45,"South America (tropical)",24
"Euphorbiaceae","Alchornea","schomburgkii",0.47,"South America (tropical)",24
"Euphorbiaceae","Alchornea","triplinervia",0.49,"South America (tropical)",114
"Euphorbiaceae","Alchornea","triplinervia",0.57,"South America (tropical)",55
"Euphorbiaceae","Alchornea","triplinervia",0.34,"South America (tropical)",44
