Name_submitted,Name_matched,Author_matched,Overall_score,Taxonomic_status,Accepted_name,Accepted_author,Accepted_family,Source,Warnings,Accepted_name_lsid
Pouteria ambelaniifolia,Pouteria ambelaniifolia,,1,Accepted,Pouteria ambelaniifolia,(Sandwith) T.D.Penn.,Sapotaceae,tpl, ,
Pouteria amygdalicarpa,Pouteria amygdalicarpa,,1,Accepted,Pouteria amygdalicarpa,(Pittier) T.D.Penn.,Sapotaceae,tpl, ,
Pouteria amygdalina,Pouteria amygdalina,,1,Accepted,Pouteria amygdalina,(Standl.) Baehni,Sapotaceae,tpl;tropicos, ,
Pouteria anibifolia,Pouteria anibifolia,,1,Synonym,Pouteria reticulata,(Engl.) Eyma,Sapotaceae,tpl, ,
Pouteria aningeri,Pouteria aningeri,,1,Synonym,Pouteria pierrei,(A.Chev.) Baehni,Sapotaceae,tpl, ,
Pouteria anomala,Pouteria anomala,,1,Accepted,Pouteria anomala,(Pires) T.D.Penn.,Sapotaceae,tpl, ,
Pouteria aspidosperma,Pouteria,,0.5,Accepted,Pouteria,,Sapotaceae,tpl, [Partial match] ,
Pouteria aubrevillei,Pouteria aubrevillei,,1,Accepted,Pouteria aubrevillei,Bernardi,Sapotaceae,tpl;tropicos, ,
Pouteria baehniana,Pouteria baehniana,,1,Accepted,Pouteria baehniana,Monach.,Sapotaceae,tpl;tropicos, ,
Pouteria bangii,Pouteria bangii,,1,Accepted,Pouteria bangii,(Rusby) T.D.Penn.,Sapotaceae,tpl, ,
Pouteria bapeba,Pouteria bapeba,,1,Accepted,Pouteria bapeba,T.D.Penn.,Sapotaceae,tpl, ,
Pouteria belizensis,Pouteria belizensis,,1,Accepted,Pouteria belizensis,(Standl.) Cronquist,Sapotaceae,tpl;tropicos, ,
Pouteria bidentata,Pouteria,,0.5,Accepted,Pouteria,,Sapotaceae,tpl, [Partial match] ,
Pouteria bilocularis,Pouteria bilocularis,,1,Accepted,Pouteria bilocularis,(H.J.P.Winkl.) Baehni,Sapotaceae,tpl, ,
Pouteria boliviana,Pouteria boliviana,,1,Synonym,Chrysophyllum gonocarpum,(Mart. & Eichler ex Miq.) Engl.,Sapotaceae,tpl;tropicos, ,
Pouteria brachyandra,Pouteria brachyandra,,1,Accepted,Pouteria brachyandra,(Aubr¨¦v. & Pellegr.) T.D.Penn.,Sapotaceae,tpl, ,
Pouteria bracteata,Pouteria bracteata,,1,Accepted,Pouteria bracteata,T.D.Penn.,Sapotaceae,tpl, ,
Pouteria buenaventurensis,Pouteria buenaventurensis,,1,Accepted,Pouteria buenaventurensis,(Aubr¨¦v.) Pilz,Sapotaceae,tpl;tropicos, ,
Pouteria butyrocarpa,Pouteria butyrocarpa,,1,Accepted,Pouteria butyrocarpa,(Kuhlm.) T.D.Penn.,Sapotaceae,tpl, ,
Pouteria caimito,Pouteria caimito,,1,Accepted,Pouteria caimito,(Ruiz & Pav.) Radlk.,Sapotaceae,tpl;tropicos;usda, ,
Pouteria calcarea,Pouteria calcarea,,1,Synonym,Planchonella calcarea,(Hosok.) P.Royen,Sapotaceae,tpl, ,
Pouteria calistophylla,Pouteria calistophylla,,1,Accepted,Pouteria calistophylla,(Standl.) Baehni,Sapotaceae,tpl;tropicos, ,
Pouteria campanulata,Pouteria campanulata,,1,Accepted,Pouteria campanulata,Baehni,Sapotaceae,tpl;tropicos, ,
Pouteria campechiana,Pouteria campechiana,,1,Accepted,Pouteria campechiana,(Kunth) Baehni,Sapotaceae,tpl;tropicos;usda, ,
Pouteria capacifolia,Pouteria capacifolia,,1,Accepted,Pouteria capacifolia,Pilz,Sapotaceae,tpl;tropicos, ,
Pouteria cayennensis,Pouteria cayennensis,,1,Accepted,Pouteria cayennensis,(A.DC.) Eyma,Sapotaceae,tpl, ,
Pouteria cicatricata,Pouteria cicatricata,,1,Accepted,Pouteria cicatricata,T.D.Penn.,Sapotaceae,tpl, ,
Pouteria cladantha,Pouteria cladantha,,1,Accepted,Pouteria cladantha,Sandwith,Sapotaceae,tpl;tropicos, ,
Pouteria coelomatica,Pouteria coelomatica,,1,Accepted,Pouteria coelomatica,Rizzini,Sapotaceae,tpl;tropicos, ,
Pouteria collina,Pouteria collina,,1,Accepted,Pouteria collina,(Little) T.D.Penn.,Sapotaceae,tpl, ,
Pouteria congestifolia,Pouteria congestifolia,,1,Accepted,Pouteria congestifolia,Pilz,Sapotaceae,tpl, ,
Pouteria coriacea,Pouteria coriacea,,1,Accepted,Pouteria coriacea,(Pierre) Pierre,Sapotaceae,tpl;tropicos, ,
Pouteria costata,Pouteria costata,,1,Synonym,Planchonella costata,(Endl.) Pierre,Sapotaceae,tpl, [Ambiguous match] ,
Pouteria cuspidata,Pouteria cuspidata,,1,Accepted,Pouteria cuspidata,(A.DC.) Baehni,Sapotaceae,tpl, ,
Pouteria decorticans,Pouteria decorticans,,1,Accepted,Pouteria decorticans,T.D.Penn.,Sapotaceae,tpl, ,
Pouteria dictyoneura,Pouteria dictyoneura,,1,Accepted,Pouteria dictyoneura,(Griseb.) Radlk.,Sapotaceae,tpl;tropicos;usda, ,
Pouteria durlandii,Pouteria durlandii,,1,Accepted,Pouteria durlandii,(Standl.) Baehni,Sapotaceae,tpl;tropicos, ,
Pouteria ecclinusa,Pouteria,,0.5,Accepted,Pouteria,,Sapotaceae,tpl, [Partial match] ,
Pouteria egregia,Pouteria egregia,,1,Accepted,Pouteria egregia,Sandwith,Sapotaceae,tpl;tropicos, ,
Pouteria elegans,Pouteria elegans,,1,Accepted,Pouteria elegans,(A.DC.) Baehni,Sapotaceae,tpl, ,
Pouteria engleri,Pouteria engleri,,1,Accepted,Pouteria engleri,Eyma,Sapotaceae,tpl;tropicos, ,
Pouteria ephedrantha,Pouteria ephedrantha,,1,Accepted,Pouteria ephedrantha,(A.C.Sm.) T.D.Penn.,Sapotaceae,tpl, ,
Pouteria erythrochrysa,Pouteria erythrochrysa,,1,Accepted,Pouteria erythrochrysa,T.D.Penn.,Sapotaceae,tpl, ,
Pouteria eugeniifolia,Pouteria eugeniifolia,,1,Accepted,Pouteria eugeniifolia,(Pierre) Baehni,Sapotaceae,tpl;tropicos, ,
Pouteria filipes,Pouteria filipes,,1,Accepted,Pouteria filipes,Eyma,Sapotaceae,tpl;tropicos, ,
Pouteria fimbriata,Pouteria fimbriata,,1,Accepted,Pouteria fimbriata,Baehni,Sapotaceae,tpl;tropicos, ,
Pouteria flavilatex,Pouteria flavilatex,,1,Accepted,Pouteria flavilatex,T.D.Penn.,Sapotaceae,tpl, ,
Pouteria fossicola,Pouteria fossicola,,1,Accepted,Pouteria fossicola,Cronquist,Sapotaceae,tpl;tropicos, ,
Pouteria franciscana,Pouteria franciscana,,1,Accepted,Pouteria franciscana,Baehni,Sapotaceae,tpl;tropicos, ,
Pouteria freitasii,Pouteria freitasii,,1,Accepted,Pouteria freitasii,T.D.Penn.,Sapotaceae,tpl, ,
Pouteria gardneri,Pouteria gardneri,,1,Accepted,Pouteria gardneri,(Mart. & Eichler ex Miq.) Baehni,Sapotaceae,tpl, ,
Pouteria gardneriana,Pouteria gardneriana,,1,Accepted,Pouteria gardneriana,(A.DC.) Radlk.,Sapotaceae,tpl, ,
Pouteria gigantea,Pouteria gigantea,,1,Accepted,Pouteria gigantea,(Diels) Pilz,Sapotaceae,tpl;tropicos, ,
Pouteria glomerata,Pouteria glomerata,,1,Accepted,Pouteria glomerata,(Miq.) Radlk.,Sapotaceae,tpl;tropicos, ,
Pouteria gomphiifolia,Pouteria gomphiifolia,,1,Accepted,Pouteria gomphiifolia,(Mart. ex Miq.) Radlk.,Sapotaceae,tpl;tropicos, ,
Pouteria gongrijpii,Pouteria gongrijpii,,1,Accepted,Pouteria gongrijpii,Eyma,Sapotaceae,tpl;tropicos, ,
Pouteria gongylocarpa,Pouteria,,0.5,Accepted,Pouteria,,Sapotaceae,tpl, [Partial match] ,
Pouteria gracilis,Pouteria gracilis,,1,Accepted,Pouteria gracilis,T.D.Penn.,Sapotaceae,tpl, ,
Pouteria grandiflora,Pouteria grandiflora,,1,Accepted,Pouteria grandiflora,(A.DC.) Baehni,Sapotaceae,tpl, ,
Pouteria grandifolia,Pouteria grandifolia,,1,Synonym,Planchonella grandifolia,(Wall.) Pierre,Sapotaceae,tpl, ,
Pouteria grandis,Pouteria grandis,,1,Accepted,Pouteria grandis,Eyma,Sapotaceae,tpl;tropicos, ,
Pouteria guianensis,Pouteria guianensis,,1,Accepted,Pouteria guianensis,Aubl.,Sapotaceae,tpl;tropicos, ,
Pouteria hispida,Pouteria hispida,,1,Accepted,Pouteria hispida,Eyma,Sapotaceae,tpl;tropicos, ,
Pouteria izabalensis,Pouteria izabalensis,,1,Accepted,Pouteria izabalensis,(Standl.) Baehni,Sapotaceae,tpl;tropicos, ,
Pouteria jariensis,Pouteria jariensis,,1,Accepted,Pouteria jariensis,Pires & T.D.Penn.,Sapotaceae,tpl, ,
Pouteria jenmanii,Pouteria jenmanii,,1,Synonym,Pouteria torta subsp. glabra,T.D.Penn.,Sapotaceae,tpl, ,
Pouteria juruana,Pouteria juruana,,1,Accepted,Pouteria juruana,K.Krause,Sapotaceae,tpl, ,
Pouteria krukovii,Pouteria krukovii,,1,Accepted,Pouteria krukovii,(A.C.Sm.) Baehni,Sapotaceae,tpl, ,
Pouteria laevigata,Pouteria laevigata,,1,Accepted,Pouteria laevigata,(Mart.) Radlk.,Sapotaceae,tpl;tropicos, ,
Pouteria lasiocarpa,Pouteria lasiocarpa,,1,Synonym,Pouteria caimito,(Ruiz & Pav.) Radlk.,Sapotaceae,tpl;tropicos, ,
Pouteria lateriflora,Pouteria lateriflora,,1,Synonym,Pouteria ramiflora,(Mart.) Radlk.,Sapotaceae,tpl;tropicos, ,
Pouteria latianthera,Pouteria latianthera,,1,Accepted,Pouteria latianthera,T.D.Penn.,Sapotaceae,tpl, ,
Pouteria linggensis,Pouteria linggensis,,1,Synonym,Planchonella chartacea,(F.Muell. ex Benth.) H.J.Lam,Sapotaceae,tpl, ,
Pouteria lucentifolia,Pouteria lucentifolia,,1,Synonym,Chrysophyllum venezuelanense,(Pierre) T.D.Penn.,Sapotaceae,tpl, ,
Pouteria lucuma,Pouteria lucuma,,1,Accepted,Pouteria lucuma,(Ruiz & Pav.) Kuntze,Sapotaceae,tpl;tropicos, ,
Pouteria lucumifolia,Pouteria lucumifolia,,1,Accepted,Pouteria lucumifolia,(Reissek ex Maxim.) T.D.Penn.,Sapotaceae,tpl, ,
Pouteria macahensis,Pouteria macahensis,,1,Accepted,Pouteria macahensis,T.D.Penn.,Sapotaceae,tpl, ,
Pouteria macrocarpa,Pouteria macrocarpa,,1,Accepted,Pouteria macrocarpa,(Mart.) D.Dietr.,Sapotaceae,tpl, ,
Pouteria macrophylla,Pouteria macrophylla,,1,Accepted,Pouteria macrophylla,(Lam.) Eyma,Sapotaceae,tpl;tropicos, ,
Pouteria maguirei,Pouteria maguirei,,1,Accepted,Pouteria maguirei,(Aubr¨¦v.) T.D.Penn.,Sapotaceae,tpl, ,
Pouteria maingayi,Pouteria maingayi,,1,Synonym,Planchonella maingayi,(C.B.Clarke) P.Royen,Sapotaceae,tpl, ,
Pouteria malaccensis,Pouteria malaccensis,,1,Accepted,Pouteria malaccensis,(C.B.Clarke) Baehni,Sapotaceae,tpl, ,
Pouteria mammosa,Pouteria mammosa,,1,Synonym,Manilkara zapota,(L.) P.Royen,Sapotaceae,tpl, ,
Pouteria manaosensis,Pouteria manaosensis,,1,Accepted,Pouteria manaosensis,(Aubr¨¦v. & Pellegr.) T.D.Penn.,Sapotaceae,tpl, ,
Pouteria maxima,Pouteria maxima,,1,Accepted,Pouteria maxima,T.D.Penn.,Sapotaceae,tpl, ,
Pouteria melanopoda,Pouteria melanopoda,,1,Accepted,Pouteria melanopoda,Eyma,Sapotaceae,tpl;tropicos, ,
Pouteria membranacea,Pouteria membranacea,,1,Synonym,Planchonella membranacea,H.J.Lam,Sapotaceae,tpl, ,
Pouteria microstrigosa,Pouteria microstrigosa,,1,Accepted,Pouteria microstrigosa,T.D.Penn.,Sapotaceae,tpl, ,
Pouteria minima,Pouteria minima,,1,Accepted,Pouteria minima,T.D.Penn.,Sapotaceae,tpl, ,
Pouteria minor,Pouteria,,0.5,Accepted,Pouteria,,Sapotaceae,tpl, [Partial match] ,
Pouteria multiflora,Pouteria multiflora,,1,Accepted,Pouteria multiflora,(A.DC.) Eyma,Sapotaceae,tpl, ,
Pouteria neglecta,No suitable matches found.,,0,,,,,, ,
Pouteria nemorosa,Pouteria nemorosa,,1,Accepted,Pouteria nemorosa,Baehni,Sapotaceae,tpl;tropicos, ,
Pouteria nudipetala,Pouteria nudipetala,,1,Accepted,Pouteria nudipetala,T.D.Penn.,Sapotaceae,tpl, ,
Pouteria oblanceolata,Pouteria oblanceolata,,1,Accepted,Pouteria oblanceolata,Pires,Sapotaceae,tpl;tropicos, ,
Pouteria obovata,Pouteria obovata,,1,Synonym,Planchonella obovata,(R.Br.) Pierre,Sapotaceae,tpl, ,
Pouteria ochrosperma,Pouteria ochrosperma,,1,Synonym,Pouteria amazonica,Radlk.,Sapotaceae,tpl, ,
Pouteria opposita,Pouteria opposita,,1,Accepted,Pouteria opposita,(Ducke) T.D.Penn.,Sapotaceae,tpl, ,
Pouteria oppositifolia,Pouteria oppositifolia,,1,Accepted,Pouteria oppositifolia,(Ducke) Baehni,Sapotaceae,tpl;tropicos, ,
Pouteria pachycalyx,Pouteria pachycalyx,,1,Accepted,Pouteria pachycalyx,T.D.Penn.,Sapotaceae,tpl, ,
Pouteria pallens,Pouteria pallens,,1,Accepted,Pouteria pallens,T.D.Penn.,Sapotaceae,tpl, ,
Pouteria pariry,Pouteria pariry,,1,Accepted,Pouteria pariry,(Ducke) Baehni,Sapotaceae,tpl;tropicos, ,
Pouteria parvifolia,Pouteria parvifolia,,1,Synonym,Xantolis parvifolia,(A.DC.) P.Royen,Sapotaceae,tpl, ,
Pouteria penicillata,Pouteria penicillata,,1,Accepted,Pouteria penicillata,Baehni,Sapotaceae,tpl;tropicos, ,
Pouteria peruviana,Pouteria peruviana,,1,Synonym,Micropholis macrophylla,(K.Krause) T.D.Penn.,Sapotaceae,tpl, ,
Pouteria peruviensis,No suitable matches found.,,0,,,,,, ,
Pouteria petiolata,Pouteria petiolata,,1,Accepted,Pouteria petiolata,T.D.Penn.,Sapotaceae,tpl, ,
Pouteria platyphylla,Pouteria platyphylla,,1,Accepted,Pouteria platyphylla,(A.C.Sm.) Baehni,Sapotaceae,tpl, ,
Pouteria plicata,Pouteria plicata,,1,Accepted,Pouteria plicata,T.D.Penn.,Sapotaceae,tpl, ,
Pouteria porphyrocarpa,Pouteria porphyrocarpa,,1,Synonym,Micropholis porphyrocarpa,(Baehni) Monach.,Sapotaceae,tpl;tropicos, ,
Pouteria prancei,Pouteria,,0.5,Accepted,Pouteria,,Sapotaceae,tpl, [Partial match] ,
Pouteria procera,No suitable matches found.,,0,,,,,, ,
Pouteria psammophila,Pouteria psammophila,,1,Accepted,Pouteria psammophila,(Mart.) Radlk.,Sapotaceae,tpl;tropicos, ,
Pouteria pseudoephedrantha,Pouteria,,0.5,Accepted,Pouteria,,Sapotaceae,tpl, [Partial match] ,
Pouteria pubescens,Pouteria pubescens,,1,Accepted,Pouteria pubescens,(Aubr¨¦v. & Pellegr.) T.D.Penn.,Sapotaceae,tpl, ,
Pouteria purusiana,Pouteria purusiana,,1,Synonym,Pouteria rostrata,(Huber) Baehni,Sapotaceae,tpl;tropicos, ,
Pouteria putamen-ovi,Pouteria putamen-ovi,,1,Accepted,Pouteria putamen-ovi,T.D.Penn.,Sapotaceae,tpl, ,
Pouteria ramiflora,Pouteria ramiflora,,1,Accepted,Pouteria ramiflora,(Mart.) Radlk.,Sapotaceae,tpl;tropicos, ,
Pouteria rata,Pouteria rata,,1,No opinion,,,,tropicos, ,
Pouteria reticulata,Pouteria reticulata,,1,Accepted,Pouteria reticulata,(Engl.) Eyma,Sapotaceae,tpl;tropicos, ,
Pouteria retinervis,Pouteria retinervis,,1,Accepted,Pouteria retinervis,T.D.Penn.,Sapotaceae,tpl, ,
Pouteria rhynchocarpa,Pouteria rhynchocarpa,,1,Accepted,Pouteria rhynchocarpa,T.D.Penn.,Sapotaceae,tpl, ,
Pouteria robusta,Pouteria robusta,,1,Synonym,Pouteria cuspidata subsp. robusta,(Mart. & Eichler ex Miq.) T.D.Penn.,Sapotaceae,tpl, ,
Pouteria rostrata,Pouteria rostrata,,1,Accepted,Pouteria rostrata,(Huber) Baehni,Sapotaceae,tpl;tropicos, ,
Pouteria sagotiana,Pouteria sagotiana,,1,Accepted,Pouteria sagotiana,(Baill.) Eyma,Sapotaceae,tpl;tropicos, ,
Pouteria sapota,Pouteria sapota,,1,Accepted,Pouteria sapota,(Jacq.) H.E.Moore & Stearn,Sapotaceae,tpl, ,
Pouteria scytalophora,Pouteria scytalophora,,1,Synonym,Pouteria bangii,(Rusby) T.D.Penn.,Sapotaceae,tpl, ,
Pouteria simulans,Pouteria simulans,,1,Accepted,Pouteria simulans,Monach.,Sapotaceae,tpl;tropicos, ,
Pouteria singularis,Pouteria singularis,,1,Accepted,Pouteria singularis,T.D.Penn.,Sapotaceae,tpl, ,
Pouteria sppAllpahua1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppAllpahua2,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppAllpahua3,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppAllpahua4,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppAllpahua5,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppAllpahua6,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppAltodemi1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppAntado1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppAntado2,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppAntado3,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppAntado4,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppBOi1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppBOi3,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppBOi4,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppBOi5,No suitable matches found.,,0,,,,,, ,
Pouteria sppBRi1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppBerbicer1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppBoraceia1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCR1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCR2,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCR3,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCR4,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCR5,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCabezade1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCabezade2,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCalabate1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCalabate2,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCalabate3,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCalima1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCamorin1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCamorin2,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCampano1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCandamo1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCandamo2,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCandamo3,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCandamo4,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCarajas1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCarajas2,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCarajas3,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCarajas4,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCarajas5,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCarajas6,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCarajas7,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCarajas8,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCarajas9,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCarara1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCarara2,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCarara3,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCarara4,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCarara5,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCarlosbo1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCarlosbo2,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCarlosbo3,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCentinel1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCerroolu1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCochacas1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCochacas2,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppColorado1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppColosoi1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppColosoi2,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppConstanc1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppConstanc2,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppConstanc3,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppConstanc4,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppConstanc5,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCuangos1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCuangos2,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCuevas1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCuzcoama1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCuzcoama2,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCuzcoama3,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppCuzcoama4,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppDucke1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppDucke2,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppDucke3,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppDucke4,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppDucke5,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppDucke6,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppDucke7,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppDureno1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppEncanto1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppEncanto2,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppEncanto3,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppEsmerald1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppEsmerald2,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppFPnet1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppGF1,No suitable matches found.,,0,,,,,, ,
Pouteria sppGF2,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppGF3,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppGT1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppHuamani1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppHuamani2,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppIndiana1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppIndiana2,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppIndiana3,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppIndiana4,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppJatunsac1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppJenarohe1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppJenarohe2,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppJenarohe3,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppJenarohe4,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppJenarohe5,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppJenarohe6,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppJenarohe7,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
Pouteria sppLaselva1,Pouteria,,0.9,Accepted,Pouteria,,Sapotaceae,tpl, ,
