,ID_AE,Latitude,Longitude,Family,Genus,Species,Substitute_equation,Unit_X,Min_X,Max_X,Output_TR,Unit_Y,Ecoregion_WWF,Veg_Component
2834,44861,36.2155,-78.9153,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.02343*((DBH^2)^(1.34881)),in2,123,428,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2835,44861,36.5119,-78.6054,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.02343*((DBH^2)^(1.34881)),in2,123,428,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2836,44861,33.7952,-84.4316,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.02343*((DBH^2)^(1.34881)),in2,123,428,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2837,44861,33.3415,-83.3278,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.02343*((DBH^2)^(1.34881)),in2,123,428,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2838,44861,32.8901,-83.0314,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.02343*((DBH^2)^(1.34881)),in2,123,428,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2839,44861,34.0847,-85.3184,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.02343*((DBH^2)^(1.34881)),in2,123,428,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2840,44861,36.815,-78.9759,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.02343*((DBH^2)^(1.34881)),in2,123,428,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2841,44861,32.9709,-82.6339,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.02343*((DBH^2)^(1.34881)),in2,123,428,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2842,44861,34.6416,-81.7177,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.02343*((DBH^2)^(1.34881)),in2,123,428,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2843,44861,34.3924,-81.2562,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.02343*((DBH^2)^(1.34881)),in2,123,428,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2844,44861,34.8606,-81.364,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.02343*((DBH^2)^(1.34881)),in2,123,428,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2845,44861,35.1806,-81.4988,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.02343*((DBH^2)^(1.34881)),in2,123,428,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2846,44861,35.0425,-80.3973,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.02343*((DBH^2)^(1.34881)),in2,123,428,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2847,44861,37.3068,-79.1376,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.02343*((DBH^2)^(1.34881)),in2,123,428,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2848,44861,33.5031,-82.836,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.02343*((DBH^2)^(1.34881)),in2,123,428,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2849,44862,35.212,-83.4217,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+0.93747*((DBH^2)^(1.49389)),in2,26,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2850,44862,35.8022,-82.3452,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+0.93747*((DBH^2)^(1.49389)),in2,26,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2851,44862,34.766,-84.1435,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+0.93747*((DBH^2)^(1.49389)),in2,26,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2852,44866,38.597626,-80.454903,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH)+1.0259*((DBH)^(2.7324)),in,2,20,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2853,44867,35.212,-83.4217,Fabaceae,Robinia,psuedoacacia,Biomass=0+0*(DBH^2)+1.04649*((DBH^2)^(1.37539)),in2,135,269,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2854,44867,35.8022,-82.3452,Fabaceae,Robinia,psuedoacacia,Biomass=0+0*(DBH^2)+1.04649*((DBH^2)^(1.37539)),in2,135,269,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2855,44867,34.766,-84.1435,Fabaceae,Robinia,psuedoacacia,Biomass=0+0*(DBH^2)+1.04649*((DBH^2)^(1.37539)),in2,135,269,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2856,44881,-3.106409,-60.02643,Fabaceae,Machaerium,hoehneanum,log Biomass=-8.733+3.054*LOG((DBH)),mm,4,60,log,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches
2858,44892,41.4941,-71.5828,Fagaceae,Quercus,velutina,log Biomass=-0.34052+0*(DBH)+2.65803*(LOG((DBH)^(1))),in,3,12,log,kg,Temperate broadleaf and mixed forests,Whole tree (above stump)
2859,44894,44.8831,-68.6719,Cupressaceae,Thuja,occidentalis,log Biomass=1.1182+0*(DBH)+1.9269*(log((DBH)^(1))),in,1,20,log,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2860,44899,2.5166,10.3666,Unknown,All,All,log Biomass=-2.1079+2.3278*LOG((DBH)),cm,1,79,log,kg,Tropical and subtropical moist broadleaf forests,Total aboveground biomass
2861,44900,43.9424,-71.7469,Betulaceae,Betula,alleghaniensis,log10 Biomass=2.1047+2.4417*(log10((DBH)^(1))),cm,1,63,log10,g,Temperate broadleaf and mixed forests,Whole tree (aboveground)
2863,44906,45.9232,-67.6283,Urticaceae,Betula,populifolia,log Biomass=-2.1053+0*(DBH)+2.3123*(LOG((DBH)^(1))),cm,1,23,log,kg,Temperate broadleaf and mixed forests,Whole tree (aboveground)
2864,44911,45.9232,-67.6283,Pinaceae,Larix,laricina,log Biomass=-2.3583+0*(DBH)+2.3572*(LOG((DBH)^(1))),cm,2,31,log,kg,Temperate broadleaf and mixed forests,Whole tree (aboveground)
2868,44953,4.83776,-73.90108,Asteraceae,Diplostephium,rosmarinifolium,Biomass=-39.6894+6.63034*(DBH),cm,10,50,NA,kg,Montane grasslands,Stem+bark+leaves+branches
2869,44959,-19.249889,-57.02935,Unknown,Unknown,unknown,Biomass=0.0339*(DBH)^(1.836)+0.011*(DBH)^(2.905)+0.0001*(DBH)^(3.756),cm,6,27,NA,kg,Flooded grasslands,Stem+bark+leaves+branches
2870,44970,20.661389,-98.654722,Clethraceae,Clethra,mexicana,(0.4632*(DBH)^1.8168),cm,5.3,20.3,NA,kg,NA,Whole tree (aboveground)
2871,44986,6.088611,-73.132361,Myristicaceae,Compsoneura,rigidifolia,Biomass=(-0.228+0.516*(DBH))^(2),cm,20,30,NA,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches
2872,44987,4.83776,-73.90108,Winteraceae,Drimys,granatensis,Biomass=0.010*(DBH)^(3.200),cm,10,50,NA,kg,Montane grasslands,Stem+bark+leaves+branches
2873,45024,44.063,-71.3001,Fagaceae,Quercus,rubra,log Biomass=5.03+0*(DBH)+2.39*(log((DBH)^(1))),cm,1,44,log,g,Temperate broadleaf and mixed forests,Stem + branches (live)
2874,45024,43.1617,-71.0187,Fagaceae,Quercus,rubra,log Biomass=5.03+0*(DBH)+2.39*(log((DBH)^(1))),cm,1,44,log,g,Temperate broadleaf and mixed forests,Stem + branches (live)
2875,45034,6.088611,-73.132361,Clusiaceae,Clusia,shomburgkiana,Biomass=0.675643+2.78436*(DBH),cm,20,30,NA,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches
2876,45039,44.8831,-68.6719,Pinaceae,Tsuga,canadensis,log Biomass=0.6803+0*(DBH)+2.3617*(log((DBH)^(1))),in,1,20,log,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2877,45050,6.088611,-73.132361,Unknown,unknown,unknown,Biomass=(-1.934+0.676*(DBH))^(2),cm,20,30,NA,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches
2878,45053,42.35,128.133,Pinaceae,Abies,Nephrolepis,exp(-2.417+2.478*log((DBH))),cm,21,35.6,NA,kg,Temperate broadleaf and mixed forests,total biomass
2879,45057,6.088611,-73.132361,Myristicaceae,Compsoneura,rigidifolia,Biomass=exp(2.382+0.107*(DBH)),cm,20,30,NA,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches
2880,45068,0,110.5,Rhizophoraceae,Rhizophora,apiculata,(-1.34)+(2.60*(log(DBH))),cm,2.5,40,log,kg,Tropical and subtropical moist broadleaf forests,Aboveground biomass
2881,45103,24.456389,-99.898333,Pinaceae,Pinus,teocote,(0.40196*(DBH)^2),cm,5,60,NA,kg,NA,Whole tree (aboveground)
2882,45104,49.7101,-122.9245,Pinaceae,Abies,amabilis,log10 Biomass=3.779+2.473*(log10((DBH)^(0))),cm,31,90,log10,kg,Temperate coniferous forests,Whole tree (above stump)
2883,45104,49.3732,-122.5191,Pinaceae,Abies,amabilis,log10 Biomass=3.779+2.473*(log10((DBH)^(0))),cm,31,90,log10,kg,Temperate coniferous forests,Whole tree (above stump)
2886,45125,44.8831,-68.6719,Aceraceae,Acer,saccharum,log Biomass=7.1957+1.1827*(log((DBH))),in,0.1,1,log,g,Temperate broadleaf and mixed forests,Whole tree (aboveground)
2887,45137,44.8831,-68.6719,Aceraceae,Acer,rubrum,log Biomass=7.199+1.405*(log((DBH))),in,0.1,1,log,g,Temperate broadleaf and mixed forests,Whole tree (aboveground)
2888,45143,44.8831,-68.6719,Betulaceae,Betula,alleghaniensis,log Biomass=1.1297+0*(DBH)+2.3376*(log((DBH)^(1))),in,1,26,log,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2891,45161,44.9658,-63.3932,Aceraceae,Acer,saccharum,log Biomass=-1.876+0*(DBH)+2.3924*(LOG((DBH)^(1))),cm,1,34,log,kg,Temperate broadleaf and mixed forests,Whole tree (aboveground)
2892,45164,35.068,-83.4171,Aceraceae,Acer,rubrum,log10 Biomass=-1.06+2.574*(LOG10((DBH)^(1))),cm,6,52,log10,kg,Temperate broadleaf and mixed forests,Whole tree (aboveground)
2893,45174,30.0684,-83.3669,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate coniferous forests,Stem + branches (live)
2894,45174,34.1901,-78.2818,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate coniferous forests,Stem + branches (live)
2895,45174,34.8324,-77.345,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate coniferous forests,Stem + branches (live)
2896,45174,35.2406,-77.1309,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate coniferous forests,Stem + branches (live)
2897,45174,36.1506,-76.9703,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate coniferous forests,Stem + branches (live)
2898,45174,30.684,-88.7733,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate coniferous forests,Stem + branches (live)
2899,45174,32.3166,-88.0774,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2900,45174,31.8884,-87.3012,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2901,45174,31.7278,-88.0774,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2902,45174,30.684,-86.2574,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate coniferous forests,Stem + branches (live)
2903,45174,35.6956,-76.5957,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate coniferous forests,Stem + branches (live)
2904,45174,33.8957,-79.0847,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate coniferous forests,Stem + branches (live)
2905,45174,31.1925,-87.8633,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate coniferous forests,Stem + branches (live)
2906,45174,29.3726,-82.564,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate coniferous forests,Stem + branches (live)
2907,45174,33.4942,-79.4862,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate coniferous forests,Stem + branches (live)
2908,45174,36.7929,-76.8365,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate coniferous forests,Stem + branches (live)
2909,45174,29.8276,-82.9387,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate coniferous forests,Stem + branches (live)
2910,45174,29.3726,-81.6808,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate coniferous forests,Stem + branches (live)
2911,45174,29.9882,-81.7343,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate coniferous forests,Stem + branches (live)
2912,45174,30.3896,-81.7343,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate coniferous forests,Stem + branches (live)
2913,45174,31.0587,-82.1358,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate coniferous forests,Stem + branches (live)
2914,45174,32.2096,-81.3061,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate coniferous forests,Stem + branches (live)
2915,45174,31.7546,-90.7806,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2916,45174,32.7716,-80.6905,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate coniferous forests,Stem + branches (live)
2917,45174,32.9054,-80.1285,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate coniferous forests,Stem + branches (live)
2918,45174,33.2266,-81.092,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate coniferous forests,Stem + branches (live)
2919,45174,31.1658,-88.7465,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate coniferous forests,Stem + branches (live)
2920,45174,31.1658,-81.7343,Fagaceae,Quercus,laurifolia,Biomass=0+0*(DBH^2)+10.22597*((DBH^2)^(0.94962)),in2,125,299,NA,lb,Temperate coniferous forests,Stem + branches (live)
2921,45175,33.2404,-83.5433,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.99365*((DBH^2)^(1.22273)),in2,123,412,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2922,45175,33.3415,-83.0448,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.99365*((DBH^2)^(1.22273)),in2,123,412,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2923,45175,33.4156,-83.6376,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.99365*((DBH^2)^(1.22273)),in2,123,412,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2924,45175,33.6177,-83.3412,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.99365*((DBH^2)^(1.22273)),in2,123,412,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2925,45175,33.6244,-83.6713,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.99365*((DBH^2)^(1.22273)),in2,123,412,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2926,45175,33.5331,-84.4072,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.99365*((DBH^2)^(1.22273)),in2,123,412,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2927,45175,36.0875,-79.178,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.99365*((DBH^2)^(1.22273)),in2,123,412,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2928,45175,36.2155,-78.9153,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.99365*((DBH^2)^(1.22273)),in2,123,412,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2929,45175,36.5119,-78.6054,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.99365*((DBH^2)^(1.22273)),in2,123,412,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2930,45175,33.7952,-84.4316,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.99365*((DBH^2)^(1.22273)),in2,123,412,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2931,45175,33.3415,-83.3278,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.99365*((DBH^2)^(1.22273)),in2,123,412,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2932,45175,32.8901,-83.0314,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.99365*((DBH^2)^(1.22273)),in2,123,412,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2933,45175,34.0847,-85.3184,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.99365*((DBH^2)^(1.22273)),in2,123,412,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2934,45175,36.815,-78.9759,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.99365*((DBH^2)^(1.22273)),in2,123,412,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2935,45175,32.9709,-82.6339,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.99365*((DBH^2)^(1.22273)),in2,123,412,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2936,45175,34.6416,-81.7177,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.99365*((DBH^2)^(1.22273)),in2,123,412,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2937,45175,34.3924,-81.2562,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.99365*((DBH^2)^(1.22273)),in2,123,412,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2938,45175,34.8606,-81.364,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.99365*((DBH^2)^(1.22273)),in2,123,412,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2939,45175,35.1806,-81.4988,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.99365*((DBH^2)^(1.22273)),in2,123,412,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2940,45175,35.0425,-80.3973,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.99365*((DBH^2)^(1.22273)),in2,123,412,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2941,45175,37.3068,-79.1376,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.99365*((DBH^2)^(1.22273)),in2,123,412,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2942,45175,33.5031,-82.836,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.99365*((DBH^2)^(1.22273)),in2,123,412,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2943,45182,33.2404,-83.5433,Fagaceae,Quercus,prinus,Biomass=0+0*(DBH^2)+1.97742*((DBH^2)^(1.27701)),in2,1,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2944,45182,33.3415,-83.0448,Fagaceae,Quercus,prinus,Biomass=0+0*(DBH^2)+1.97742*((DBH^2)^(1.27701)),in2,1,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2945,45182,33.4156,-83.6376,Fagaceae,Quercus,prinus,Biomass=0+0*(DBH^2)+1.97742*((DBH^2)^(1.27701)),in2,1,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2946,45182,33.6177,-83.3412,Fagaceae,Quercus,prinus,Biomass=0+0*(DBH^2)+1.97742*((DBH^2)^(1.27701)),in2,1,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2947,45182,33.6244,-83.6713,Fagaceae,Quercus,prinus,Biomass=0+0*(DBH^2)+1.97742*((DBH^2)^(1.27701)),in2,1,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2948,45182,33.5331,-84.4072,Fagaceae,Quercus,prinus,Biomass=0+0*(DBH^2)+1.97742*((DBH^2)^(1.27701)),in2,1,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2949,45182,36.0875,-79.178,Fagaceae,Quercus,prinus,Biomass=0+0*(DBH^2)+1.97742*((DBH^2)^(1.27701)),in2,1,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2950,45182,36.2155,-78.9153,Fagaceae,Quercus,prinus,Biomass=0+0*(DBH^2)+1.97742*((DBH^2)^(1.27701)),in2,1,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2951,45182,36.5119,-78.6054,Fagaceae,Quercus,prinus,Biomass=0+0*(DBH^2)+1.97742*((DBH^2)^(1.27701)),in2,1,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2952,45182,33.7952,-84.4316,Fagaceae,Quercus,prinus,Biomass=0+0*(DBH^2)+1.97742*((DBH^2)^(1.27701)),in2,1,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2953,45182,33.3415,-83.3278,Fagaceae,Quercus,prinus,Biomass=0+0*(DBH^2)+1.97742*((DBH^2)^(1.27701)),in2,1,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2954,45182,32.8901,-83.0314,Fagaceae,Quercus,prinus,Biomass=0+0*(DBH^2)+1.97742*((DBH^2)^(1.27701)),in2,1,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2955,45182,34.0847,-85.3184,Fagaceae,Quercus,prinus,Biomass=0+0*(DBH^2)+1.97742*((DBH^2)^(1.27701)),in2,1,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2956,45182,36.815,-78.9759,Fagaceae,Quercus,prinus,Biomass=0+0*(DBH^2)+1.97742*((DBH^2)^(1.27701)),in2,1,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2957,45182,32.9709,-82.6339,Fagaceae,Quercus,prinus,Biomass=0+0*(DBH^2)+1.97742*((DBH^2)^(1.27701)),in2,1,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2958,45182,34.6416,-81.7177,Fagaceae,Quercus,prinus,Biomass=0+0*(DBH^2)+1.97742*((DBH^2)^(1.27701)),in2,1,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2959,45182,34.3924,-81.2562,Fagaceae,Quercus,prinus,Biomass=0+0*(DBH^2)+1.97742*((DBH^2)^(1.27701)),in2,1,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2960,45182,34.8606,-81.364,Fagaceae,Quercus,prinus,Biomass=0+0*(DBH^2)+1.97742*((DBH^2)^(1.27701)),in2,1,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2961,45182,35.1806,-81.4988,Fagaceae,Quercus,prinus,Biomass=0+0*(DBH^2)+1.97742*((DBH^2)^(1.27701)),in2,1,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2962,45182,35.0425,-80.3973,Fagaceae,Quercus,prinus,Biomass=0+0*(DBH^2)+1.97742*((DBH^2)^(1.27701)),in2,1,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2963,45182,37.3068,-79.1376,Fagaceae,Quercus,prinus,Biomass=0+0*(DBH^2)+1.97742*((DBH^2)^(1.27701)),in2,1,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2964,45182,33.5031,-82.836,Fagaceae,Quercus,prinus,Biomass=0+0*(DBH^2)+1.97742*((DBH^2)^(1.27701)),in2,1,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2970,45246,49.7101,-122.9245,Pinaceae,Tsuga,mertensiana,log10 Biomass=3.733+2.016*(log10((DBH)^(0))),cm,44,76,log10,kg,Temperate coniferous forests,Whole tree (above stump)
2971,45246,49.3732,-122.5191,Pinaceae,Tsuga,mertensiana,log10 Biomass=3.733+2.016*(log10((DBH)^(0))),cm,44,76,log10,kg,Temperate coniferous forests,Whole tree (above stump)
2974,45266,6.088611,-73.132361,Melastomataceae,Blakea,granatensis,Biomass=exp(5.18672-11.0555/(DBH)),cm,20,30,NA,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches
2976,45274,45.375,127.534,Pinaceae,Pinus,Koraiensis Sieb. et Zucc.,2.249+2.218*(Log10(DBH)),cm,1.5,29.9,Log10,kg,Temperate broadleaf and mixed forests,total biomass
2978,45306,4.83776,-73.90108,Unknown,unknown,unknown,Biomass=(-0.967735+0.64874*(DBH))^(2),cm,10,50,NA,kg,Montane grasslands,Stem+bark+leaves+branches
2982,45423,12.76,121.47,Dipterocarpaceae,Shorea,contorta,0.035*((DBH)^2.870),cm,2,30,NA,kg,Tropical and subtropical moist broadleaf forests,Total aboveground woody biomass
2983,45439,5.070278,-75.692778,Sterculiaceae,Theobroma,cacao,(0.2666*(DBH)^2),cm,4,22.7,NA,kg,NA,Whole tree (aboveground)
