"","binomial"
"8478","Hymenolobium flavum"
"8479","Hymenolobium flavum"
"8480","Hymenolobium flavum"
"8481","Hymenolobium flavum"
"8482","Hymenolobium modestum"
"8483","Hymenolobium modestum"
"8484","Hymenolobium nitidum"
"8485","Hymenolobium petraeum"
"8486","Hymenolobium petraeum"
"8487","Hymenolobium petraeum"
"8488","Hymenolobium petraeum"
"8489","Hymenolobium pulcherrimum"
"8490","Hymenolobium pulcherrimum"
"8491","Hymenosporum flavum"
"8492","Hymenostegia afzelii"
"8493","Hymenostegia pellegrinii"
"8494","Hymenostegia pellegrinii"
"8495","Hymenostegia pellegrinii"
"8496","Hypericum laxiusculum"
"8497","Hypobathrum frutescens"
"8498","Hypobathrum racemosum"
"8499","Hyptidendron asperrimum"
"8500","Idesia polycarpa"
"8501","Idesia polycarpa"
"8502","Idiospermum australiense"
"8503","Ilex affinis"
"8504","Ilex aquifolium"
"8505","Ilex argentina"
"8506","Ilex arnhemensis"
"8507","Ilex brevicuspis"
"8508","Ilex canariensis"
"8509","Ilex casiquiarensis"
"8510","Ilex cerasifolia"
"8511","Ilex chapaensis"
"8512","Ilex cissoidea"
"8513","Ilex cochinchinensis"
"8514","Ilex cymosa"
"8515","Ilex cymosa"
"8516","Ilex cymosa"
"8517","Ilex cymosa"
"8518","Ilex jenmanii"
"8519","Ilex martiniana"
"8520","Ilex mitis"
"8521","Ilex mitis"
"8522","Ilex mitis"
"8523","Ilex opaca"
"8524","Ilex parviflora"
"8525","Ilex perado"
"8526","Ilex pleiobrachiata"
"8527","Ilex purpurea"
"8528","Ilex purpurea"
"8529","Ilex rimbachii"
"8530","Ilex sideroxyloides"
"8531","Ilex sterrophylla"
"8532","Ilex sterrophylla"
"8533","Ilex valerioi"
"8534","Ilex versteeghii"
"8535","Illicium verum"
"8536","Illicium verum"
"8537","Inga acrocephala"
"8538","Inga acrocephala"
"8539","Inga alba"
"8540","Inga alba"
"8541","Inga alba"
"8542","Inga alba"
"8543","Inga alba"
"8544","Inga alba"
"8545","Inga alba"
"8546","Inga alba"
"8547","Inga alba"
"8548","Inga aria"
"8549","Inga bourgonii"
"8550","Inga bourgonii"
"8551","Inga brevipedicellata"
"8552","Inga capitata"
"8553","Inga capitata"
"8554","Inga capitata"
"8555","Inga cayennensis"
"8556","Inga chartacea"
"8557","Inga chartacea"
"8558","Inga chartacea"
"8559","Inga cinnamomea"
"8560","Inga cinnamomea"
"8561","Inga cinnamomea"
"8562","Inga coruscans"
"8563","Inga cylindrica"
"8564","Inga edulis"
"8565","Inga edulis"
"8566","Inga edulis"
"8567","Inga edulis"
"8568","Inga edulis"
"8569","Inga fagifolia"
"8570","Inga graciliflora"
"8571","Inga graciliflora"
"8572","Inga heterophylla"
"8573","Inga heteroptera"
"8574","Inga huberi"
"8575","Inga indet"
"8576","Inga indet"
"8577","Inga indet"
"8578","Inga ingoides"
"8579","Inga ingoides"
"8580","Inga lateriflora"
"8581","Inga lateriflora"
"8582","Inga lateriflora"
"8583","Inga laurina"
"8584","Inga laurina"
"8585","Inga leiocalycina"
"8586","Inga marginata"
"8587","Inga marginata"
"8588","Inga marginata"
"8589","Inga marginata"
"8590","Inga marginata"
"8591","Inga melinonis"
"8592","Inga melinonis"
"8593","Inga nobilis"
"8594","Inga oerstediana"
"8595","Inga olivacea"
"8596","Inga paraensis"
"8597","Inga pezizifera"
"8598","Inga pezizifera"
"8599","Inga punctata"
"8600","Inga rubiginosa"
"8601","Inga rubiginosa"
"8602","Inga rubiginosa"
"8603","Inga semialata"
"8604","Inga sertulifera"
"8605","Inga sessilis"
"8606","Inga splendens"
"8607","Inga splendens"
"8608","Inga stipularis"
"8609","Inga tubaeformis"
"8610","Inga umbellifera"
"8611","Inga uruguensis"
"8612","Inga uruguensis"
"8613","Inga vera"
"8614","Inga vera"
"8615","Inhambanella henriquesii"
"8616","Inocarpus fagifer"
"8617","Inocarpus fagifer"
"8618","Inocarpus fagiferus"
"8619","Intsia bijuga"
"8620","Intsia bijuga"
"8621","Intsia bijuga"
"8622","Intsia bijuga"
"8623","Intsia bijuga"
"8624","Intsia bijuga"
"8625","Intsia bijuga"
"8626","Intsia bijuga"
"8627","Intsia bijuga"
"8628","Intsia bijuga"
"8629","Intsia bijuga"
"8630","Intsia palembanica"
"8631","Intsia palembanica"
"8632","Intsia palembanica"
"8633","Intsia palembanica"
"8634","Intsia palembanica"
"8635","Intsia palembanica"
"8636","Iodina rhombifolia"
"8637","Iodina rhombifolia"
"8638","Ipomoea wolcottiana"
"8639","Ipomoea wolcottiana"
"8640","Iresine arbuscula"
"8641","Iriartea deltoidea"
"8642","Iriartea deltoidea"
"8643","Iriartea deltoidea"
"8644","Irvingbaileya australis"
"8645","Irvingia gabonensis"
"8646","Irvingia gabonensis"
"8647","Irvingia gabonensis"
"8648","Irvingia gabonensis"
"8649","Irvingia gabonensis"
"8650","Irvingia gabonensis"
"8651","Irvingia gabonensis"
"8652","Irvingia gabonensis"
"8653","Irvingia grandifolia"
"8654","Irvingia grandifolia"
"8655","Irvingia grandifolia"
"8656","Irvingia grandifolia"
"8657","Irvingia malayana"
"8658","Irvingia malayana"
"8659","Irvingia malayana"
"8660","Iryanthera grandis"
"8661","Iryanthera hostmannii"
"8662","Iryanthera hostmannii"
"8663","Iryanthera indet"
"8664","Iryanthera indet"
"8665","Iryanthera juruensis"
"8666","Iryanthera juruensis"
"8667","Iryanthera juruensis"
"8668","Iryanthera juruensis"
"8669","Iryanthera juruensis"
"8670","Iryanthera juruensis"
"8671","Iryanthera laevis"
"8672","Iryanthera laevis"
"8673","Iryanthera lanceifolia"
"8674","Iryanthera lancifolia"
"8675","Iryanthera lancifolia"
"8676","Iryanthera paraensis"
"8677","Iryanthera sagotiana"
"8678","Iryanthera sagotiana"
"8679","Iryanthera sagotiana"
"8680","Iryanthera sagotiana"
"8681","Iryanthera tricornis"
"8682","Iryanthera tricornis"
"8683","Iryanthera tricornis"
"8684","Iryanthera ulei"
"8685","Iryanthera ulei"
"8686","Isertia coccinea"
"8687","Isertia hypoleuca"
"8688","Isertia hypoleuca"
"8689","Isertia laevis"
"8690","Isoberlinia doka"
"8691","Isoberlinia doka"
"8692","Isoberlinia scheffieri"
"8693","Isoberlinia scheffleri"
"8694","Isoberlinia schefflerii"
"8695","Isoberlinia schefflerii"
"8696","Isoberlinia tomentosa"
"8697","Isonandra lanceolata"
"8698","Itoa stapfii"
"8699","Ixonanthes chinensis"
"8700","Ixonanthes chinensis"
"8701","Ixonanthes chinensis"
"8702","Ixonanthes chinensis"
"8703","Ixonanthes grandiflora"
"8704","Ixonanthes icosandra"
"8705","Ixonanthes icosandra"
"8706","Ixonanthes petiolaris"
"8707","Ixonanthes reticulata"
"8708","Ixonanthes reticulata"
"8709","Ixora arborea"
"8710","Ixora blumei"
"8711","Ixora gardneriana"
"8712","Ixora grandifolia"
"8713","Ixora makassarica"
"8714","Ixora parviflora"
"8715","Ixora simalurensis"
"8716","Jacaranda acutifolia"
"8717","Jacaranda brasiliana"
"8718","Jacaranda copaia"
"8719","Jacaranda copaia"
"8720","Jacaranda copaia"
"8721","Jacaranda copaia"
"8722","Jacaranda copaia"
"8723","Jacaranda copaia"
"8724","Jacaranda copaia"
"8725","Jacaranda copaia"
"8726","Jacaranda copaia"
"8727","Jacaranda copaia"
"8728","Jacaranda copaia"
"8729","Jacaranda copaia"
"8730","Jacaranda copaia"
"8731","Jacaranda copaia"
"8732","Jacaranda copaia"
"8733","Jacaranda filicifolia"
"8734","Jacaranda hesperia"
"8735","Jacaranda micrantha"
"8736","Jacaranda mimosifolia"
"8737","Jacaranda mimosifolia"
"8738","Jacaranda obtusifolia"
"8739","Jacaranda obtusifolia"
"8740","Jacaranda obtusifolia"
"8741","Jacaranda obtusifolia"
"8742","Jacaranda puberula"
"8743","Jacaranda rhombifolia"
"8744","Jacaratia digitata"
"8745","Jacaratia digitata"
"8746","Jackiopsis ornata"
"8747","Jacquinia caracasana"
"8748","Jacquinia pungens"
"8749","Jagera indet"
"8750","Jagera pseudorhus"
"8751","Jagera pseudorhus"
"8752","Jatropha chamelensis"
"8753","Jatropha curcas"
"8754","Jatropha malacophylla"
"8755","Jatropha platyphylla"
"8756","Joannesia heveoides"
"8757","Joannesia princeps"
"8758","Joannesia princeps"
"8759","Joannesia princeps"
"8760","Juglans ailanthifolia"
"8761","Juglans australis"
"8762","Juglans australis"
"8763","Juglans australis"
"8764","Juglans cathayensis"
"8765","Juglans cinerea"
"8766","Juglans fallax"
"8767","Juglans indet"
"8768","Juglans indet"
"8769","Juglans mandshurica"
"8770","Juglans mandshurica"
"8771","Juglans mandshurica"
"8772","Juglans microcarpa"
"8773","Juglans neotropica"
"8774","Juglans nigra"
"8775","Juglans regia"
"8776","Juglans regia"
"8777","Juglans regia"
"8778","Julbernardia bifoliolata"
"8779","Julbernardia globiflora"
"8780","Julbernardia globiflora"
"8781","Julbernardia indet"
"8782","Julbernardia indet"
"8783","Julbernardia pellegriniana"
"8784","Julbernardia pellegriniana"
"8785","Julbernardia pellegriniana"
"8786","Julbernardia pellegriniana"
"8787","Julbernardia pellegriniana"
"8788","Julbernardia pellegriniana"
"8789","Julbernardia pellegriniana"
"8790","Julbernardia pellegriniana"
"8791","Julbernardia pellegriniana"
"8792","Julbernardia seretii"
"8793","Julbernardia seretii"
"8794","Juniperus cedrus"
"8795","Juniperus chinensis"
"8796","Juniperus chinensis"
"8797","Juniperus communis"
"8798","Juniperus deppeana"
"8799","Juniperus indet"
"8800","Juniperus indet"
"8801","Juniperus phoenicea"
"8802","Juniperus silicicola"
"8803","Juniperus thurifera"
"8804","Juniperus virginiana"
"8805","Kalappia celebica"
"8806","Kalmia latifolia"
"8807","Kalopanax septemlobus"
"8808","Kandelia candel"
"8809","Kandelia candel"
"8810","Kandelia candel"
"8811","Kandelia rheedei"
"8812","Kaunia saltensis"
"8813","Kayea assamica"
"8814","Kayea elegans"
"8815","Kayea floribunda"
"8816","Kayea grandis"
"8817","Kayea racemosa"
"8818","Kayea wrayi"
"8819","Keteleeria calcarea"
"8820","Keteleeria davidiana"
"8821","Keteleeria evelyniana"
"8822","Keteleeria evelyniana"
"8823","Keteleeria evelyniana"
"8824","Keteleeria evelyniana"
"8825","Keteleeria fortunei"
"8826","Keteleeria pubescens"
"8827","Khaya anthotheca"
"8828","Khaya anthotheca"
"8829","Khaya anthotheca"
"8830","Khaya anthotheca"
"8831","Khaya anthotheca"
"8832","Khaya anthotheca"
"8833","Khaya anthotheca"
"8834","Khaya anthotheca"
"8835","Khaya anthotheca"
"8836","Khaya anthotheca"
"8837","Khaya anthotheca"
"8838","Khaya grandifoliola"
"8839","Khaya grandifoliola"
"8840","Khaya grandifoliola"
"8841","Khaya grandifoliola"
"8842","Khaya grandifoliola"
"8843","Khaya grandifoliola"
"8844","Khaya grandifoliola"
"8845","Khaya grandifoliola"
"8846","Khaya grandifoliola"
"8847","Khaya grandifoliola"
"8848","Khaya grandifoliola"
"8849","Khaya grandifoliola"
"8850","Khaya grandifoliola"
"8851","Khaya grandifoliola"
"8852","Khaya grandifoliola"
"8853","Khaya grandifoliola"
"8854","Khaya grandifoliola"
"8855","Khaya grandifoliola"
"8856","Khaya grandifoliola"
"8857","Khaya indet"
"8858","Khaya indet"
"8859","Khaya indet"
"8860","Khaya indet"
"8861","Khaya ivorensis"
"8862","Khaya ivorensis"
"8863","Khaya ivorensis"
"8864","Khaya ivorensis"
"8865","Khaya ivorensis"
"8866","Khaya ivorensis"
"8867","Khaya ivorensis"
"8868","Khaya ivorensis"
"8869","Khaya ivorensis"
"8870","Khaya ivorensis"
"8871","Khaya ivorensis"
"8872","Khaya ivorensis"
"8873","Khaya ivorensis"
"8874","Khaya ivorensis"
"8875","Khaya ivorensis"
"8876","Khaya senegalensis"
"8877","Khaya senegalensis"
"8878","Khaya senegalensis"
"8879","Khaya senegalensis"
"8880","Khaya senegalensis"
"8881","Khaya senegalensis"
"8882","Khaya senegalensis"
"8883","Khaya senegalensis"
"8884","Khaya senegalensis"
"8885","Khaya senegalensis"
"8886","Khaya senegalensis"
"8887","Khaya senegalensis"
"8888","Khaya senegalensis"
"8889","Kibara coriacea"
"8890","Kibatalia arborea"
"8891","Kibatalia arborea"
"8892","Kibatalia arborea"
"8893","Kibatalia maingayi"
"8894","Kielmeyera lathrophyton"
"8895","Kielmeyera marauensis"
"8896","Kielmeyera rubriflora"
"8897","Kigelia africana"
"8898","Kigelia pinnata"
"8899","Kiggelaria africana"
"8900","Kingiodendron alternifolium"
"8901","Kirkia acuminata"
"8902","Kjellbergiodendron celebicum"
"8903","Klainedoxa gabonensis"
"8904","Klainedoxa gabonensis"
"8905","Klainedoxa gabonensis"
"8906","Klainedoxa gabonensis"
"8907","Klainedoxa gabonensis"
"8908","Klainedoxa gabonensis"
"8909","Klainedoxa gabonensis"
"8910","Klainedoxa gabonensis"
"8911","Klainedoxa gabonensis"
"8912","Klainedoxa gabonensis"
"8913","Klainedoxa gabonensis"
"8914","Klainedoxa gabonensis"
"8915","Klainedoxa latifolia"
"8916","Kleinhovia hospita"
"8917","Kleinhovia hospita"
"8918","Kleinhovia hospita"
"8919","Knema conferta"
"8920","Knema conferta"
"8921","Knema corticosa"
"8922","Knema furfuracea"
"8923","Knema furfuracea"
"8924","Knema geminata"
"8925","Knema glauca"
"8926","Knema glomerata"
"8927","Knema hookeriana"
"8928","Knema krusemaniana"
"8929","Knema latifolia"
"8930","Knema laurina"
"8931","Knema lunduensis"
"8932","Knema malayana"
"8933","Knema mandaharan"
"8934","Knema missionis"
"8935","Knema oblongata"
"8936","Knema pubiflora"
"8937","Knema stenophylla"
"8938","Knightia excelsa"
"8939","Koelreuteria bipinnata"
"8940","Koelreuteria paniculata"
"8941","Kokoona littoralis"
"8942","Kokoona reflexa"
"8943","Koompassia excelsa"
"8944","Koompassia excelsa"
"8945","Koompassia excelsa"
"8946","Koompassia excelsa"
"8947","Koompassia indet"
"8948","Koompassia malaccensis"
"8949","Koordersiodendron pinnatum"
"8950","Koordersiodendron pinnatum"
"8951","Koordersiodendron pinnatum"
"8952","Kostermansia malayana"
"8953","Krugiodendron ferreum"
"8954","Krugiodendron ferreum"
"8955","Kunzea ericoides"
"8956","Kunzea pulchella"
"8957","Kydia calycina"
"8958","Labramia louvelii"
"8959","Lacistema aggregatum"
"8960","Lacistema aggregatum"
"8961","Lacistema grandifolium"
"8962","Lacmellea floribunda"
"8963","Lacmellea lactescens"
"8964","Lacmellea panamensis"
"8965","Lacmellea panamensis"
"8966","Lacmellea utilis"
"8967","Lacunaria coriacea"
"8968","Lacunaria crenata"
"8969","Lacunaria crenata"
"8970","Ladenbergia indet"
"8971","Ladenbergia pavonii"
"8972","Laetia corymbulosa"
"8973","Laetia corymbulosa"
"8974","Laetia procera"
"8975","Laetia procera"
"8976","Laetia procera"
"8977","Laetia procera"
"8978","Laetia procera"
"8979","Laetia procera"
"8980","Laetia procera"
"8981","Laetia procera"
"8982","Laetia procera"
"8983","Laetia procera"
"8984","Laetia suaveolens"
"8985","Laetia suaveolens"
"8986","Laetia thamnia"
"8987","Lafoensia glyptocarpa"
"8988","Lafoensia pacari"
"8989","Lafoensia punicifolia"
"8990","Lafoensia punicifolia"
"8991","Lagarostrobos franklinii"
"8992","Lagerstroemia angustifolia"
"8993","Lagerstroemia calyculata"
"8994","Lagerstroemia duperreana"
"8995","Lagerstroemia floribunda"
"8996","Lagerstroemia flos-reginae"
"8997","Lagerstroemia hypoleuca"
"8998","Lagerstroemia indet"
"8999","Lagerstroemia lanceolata"
"9000","Lagerstroemia loudoni"
"9001","Lagerstroemia macrocarpa"
"9002","Lagerstroemia microcarpa"
"9003","Lagerstroemia ovalifolia"
"9004","Lagerstroemia ovalifolia"
"9005","Lagerstroemia parviflora"
"9006","Lagerstroemia parviflora"
"9007","Lagerstroemia speciosa"
"9008","Lagerstroemia speciosa"
"9009","Lagerstroemia subcostata"
"9010","Lagerstroemia thorelii"
"9011","Lagerstroemia tomentosa"
"9012","Lagerstroemia villosa"
"9013","Laguncularia racemosa"
"9014","Laguncularia racemosa"
"9015","Lannea coromandelica"
"9016","Lannea coromandelica"
"9017","Lannea coromandelica"
"9018","Lannea discolor"
"9019","Lannea schweinfurthii"
"9020","Lannea welwitschii"
"9021","Lannea welwitschii"
"9022","Lannea welwitschii"
"9023","Lannea welwitschii"
"9024","Lannea welwitschii"
"9025","Lannea welwitschii"
"9026","Lansium cinereum"
"9027","Lansium domesticum"
"9028","Lansium domesticum"
"9029","Laplacea amboinensis"
"9030","Laplacea subintegerrima"
"9031","Laportea peltata"
"9032","Larix chinensis"
"9033","Larix decidua"
"9034","Larix eurolepis"
"9035","Larix gmelini"
"9036","Larix gmelini"
"9037","Larix gmelini"
"9038","Larix kaempferi"
"9039","Larix laricina"
"9040","Larix leptolepis"
"9041","Larix mastersiana"
"9042","Larix occidentalis"
"9043","Larix olgensis"
"9044","Larix potaninii"
"9045","Larix potaninii"
"9046","Larix potaninii"
"9047","Larix sibirica"
"9048","Larix sibirica"
"9049","Larix speciosa"
"9050","Larix speciosa"
"9051","Lasiodiscus usambarensis"
"9052","Laurelia novae-zelandiae"
"9053","Laurelia philippiana"
"9054","Laurelia serrata"
"9055","Laurus canariensis"
"9056","Laurus sassafras"
"9057","Lecointea amazonica"
"9058","Lecointea amazonica"
"9059","Lecointea amazonica"
"9060","Lecomtedoxa klaineana"
"9061","Lecomtedoxa klaineana"
"9062","Lecomtedoxa klaineana"
"9063","Lecomtedoxa klaineana"
"9064","Lecomtedoxa klaineana"
"9065","Lecomtedoxa klaineana"
"9066","Lecomtedoxa klaineana"
"9067","Lecomtedoxa klaineana"
"9068","Lecomtedoxa klaineana"
"9069","Lecomtedoxa klaineana"
"9070","Lecomtedoxa klaineana"
"9071","Lecythis ampla"
"9072","Lecythis ampla"
"9073","Lecythis chartacea"
"9074","Lecythis chartacea"
"9075","Lecythis chartacea"
"9076","Lecythis confertiflora"
"9077","Lecythis corrugata"
"9078","Lecythis corrugata"
"9079","Lecythis corrugata"
"9080","Lecythis corrugata"
"9081","Lecythis corrugata"
"9082","Lecythis corrugata"
"9083","Lecythis corrugata"
"9084","Lecythis gracieana"
"9085","Lecythis holcogyne"
"9086","Lecythis holcogyne"
"9087","Lecythis idatimon"
"9088","Lecythis idatimon"
"9089","Lecythis idatimon"
"9090","Lecythis idatimon"
"9091","Lecythis idatimon"
"9092","Lecythis idatimon"
"9093","Lecythis idatimon"
"9094","Lecythis indet"
"9095","Lecythis lanceolata"
"9096","Lecythis latifolium"
"9097","Lecythis latifolium"
"9098","Lecythis lurida"
"9099","Lecythis lurida"
"9100","Lecythis lurida"
"9101","Lecythis ollaria"
"9102","Lecythis parvifructa"
"9103","Lecythis persistens"
"9104","Lecythis pisonis"
"9105","Lecythis pisonis"
"9106","Lecythis pisonis"
"9107","Lecythis pisonis"
"9108","Lecythis pisonis"
"9109","Lecythis pisonis"
"9110","Lecythis poiteaui"
"9111","Lecythis poiteaui"
"9112","Lecythis poiteaui"
"9113","Lecythis poiteaui"
"9114","Lecythis prancei"
"9115","Lecythis tuyrana"
"9116","Lecythis usitata"
"9117","Lecythis usitata"
"9118","Lecythis zabucajo"
"9119","Lecythis zabucajo"
"9120","Lecythis zabucajo"
"9121","Lecythis zabucajo"
"9122","Lecythis zabucajo"
"9123","Lecythis zabucajo"
"9124","Leea gigantea"
"9125","Leea indica"
"9126","Leonia crassa"
"9127","Leonia cymosa"
"9128","Leonia glycycarpa"
"9129","Leonia glycycarpa"
"9130","Leonia glycycarpa"
"9131","Leonia glycycarpa"
"9132","Leopoldinia pulchra"
"9133","Lepechinia calycina"
"9134","Lepiderema indet"
"9135","Lepidocordia punctata"
"9136","Lepidocordia punctata"
"9137","Lepiniopsis ternatensis"
"9138","Lepionurus sylvestris"
"9139","Lepisanthes amoena"
"9140","Lepisanthes rubiginosa"
"9141","Lepisanthes senegalensis"
"9142","Lepisanthes tetraphylla"
"9143","Lepisanthes tetraphylla"
"9144","Leptolaena multiflora"
"9145","Leptospermum amboinense"
"9146","Leptospermum flavescens"
"9147","Leptospermum lanigerum"
"9148","Leptospermum scoparium"
"9149","Letestua durissima"
"9150","Letestua durissima"
"9151","Letestua durissima"
"9152","Letestua durissima"
"9153","Letestua durissima"
"9154","Leucaena diversifolia"
"9155","Leucaena lanceolata"
"9156","Leucaena leucocephala"
"9157","Leucaena leucocephala"
"9158","Leucaena leucocephala"
"9159","Leucaena pulverulenta"
"9160","Leucaena trichodes"
"9161","Levieria acuminata"
"9162","Libocedrus bidwillii"
"9163","Libocedrus decurrens"
"9164","Libocedrus macrolepis"
"9165","Libocedrus papuana"
"9166","Librevillea klainei"
"9167","Librevillea klainei"
"9168","Librevillea klainei"
"9169","Librevillea klainei"
"9170","Librevillea klainei"
"9171","Licania alba"
"9172","Licania alba"
"9173","Licania alba"
"9174","Licania alba"
"9175","Licania alba"
"9176","Licania apetala"
"9177","Licania apetala"
"9178","Licania apetala"
"9179","Licania apetala"
"9180","Licania apetala"
"9181","Licania arborea"
"9182","Licania arborea"
"9183","Licania arborea"
"9184","Licania brittoniana"
"9185","Licania brittoniana"
"9186","Licania campestre"
"9187","Licania canescens"
"9188","Licania chocoensis"
"9189","Licania coriacea"
"9190","Licania davillifolia"
"9191","Licania densiflora"
"9192","Licania densiflora"
"9193","Licania discolor"
"9194","Licania divaricata"
"9195","Licania elata"
"9196","Licania elata"
"9197","Licania elliptica"
"9198","Licania emarginata"
"9199","Licania fanshawei"
"9200","Licania fuchsii"
"9201","Licania gracilipes"
"9202","Licania gracilipes"
"9203","Licania granvillei"
"9204","Licania heteromorpha"
"9205","Licania heteromorpha"
"9206","Licania heteromorpha"
"9207","Licania heteromorpha"
"9208","Licania heteromorpha"
"9209","Licania humilis"
"9210","Licania hypoleuca"
"9211","Licania hypoleuca"
"9212","Licania hypoleuca"
"9213","Licania hypoleuca"
"9214","Licania hypoleuca"
"9215","Licania impressa"
"9216","Licania incana"
"9217","Licania incana"
"9218","Licania indet"
"9219","Licania indet"
"9220","Licania indet"
"9221","Licania irwinii"
"9222","Licania jimenezii"
"9223","Licania kunthiana"
"9224","Licania laxiflora"
"9225","Licania licaniiflora"
"9226","Licania macrophylla"
"9227","Licania macrophylla"
"9228","Licania macrophylla"
"9229","Licania macrophylla"
"9230","Licania majuscula"
"9231","Licania majuscula"
"9232","Licania membranacea"
"9233","Licania micrantha"
"9234","Licania micrantha"
"9235","Licania micrantha"
"9236","Licania minutiflora"
"9237","Licania oblongifolia"
"9238","Licania oblongifolia"
"9239","Licania oblongifolia"
"9240","Licania oblongifolia"
"9241","Licania oblongifolia"
"9242","Licania octandra"
"9243","Licania octandra"
"9244","Licania ovalifolia"
"9245","Licania ovalifolia"
"9246","Licania ovalifolia"
"9247","Licania pallida"
"9248","Licania parviflora"
"9249","Licania parviflora"
"9250","Licania parvifolia"
"9251","Licania parvifructa"
"9252","Licania platypus"
"9253","Licania polita"
"9254","Licania robusta"
"9255","Licania robusta"
"9256","Licania robusta"
"9257","Licania rodriguesii"
"9258","Licania sandwithii"
"9259","Licania sothersiae"
"9260","Licania sparsipilis"
"9261","Licania sparsipilis"
"9262","Licania splendens"
"9263","Licania splendens"
"9264","Licania subarachnophylla"
"9265","Licania tomentosa"
"9266","Licania unguiculata"
"9267","Licania urceolaris"
"9268","Licania venosa"
"9269","Licaria aritu"
"9270","Licaria armeniaca"
"9271","Licaria campechiana"
"9272","Licaria cannella"
"9273","Licaria cannella"
"9274","Licaria cannella"
"9275","Licaria cannella"
"9276","Licaria cayennensis"
"9277","Licaria cayennensis"
"9278","Licaria cayennensis"
"9279","Licaria chrysophylla"
"9280","Licaria chrysophylla"
"9281","Licaria guianensis"
"9282","Licaria guianensis"
"9283","Licaria indet"
"9284","Licaria indet"
"9285","Licaria polyphylla"
"9286","Licaria rigida"
"9287","Licaria rigida"
"9288","Licaria salicifolia"
"9289","Licaria subbullata"
"9290","Licaria triandra"
"9291","Licaria triandra"
"9292","Ligustrum lucidum"
"9293","Ligustrum lucidum"
"9294","Ligustrum lucidum"
"9295","Ligustrum vulgare"
"9296","Limonia acidissima"
"9297","Limonia elephantum"
"9298","Lindackeria paludosa"
"9299","Lindera assamica"
"9300","Lindera kwangtungensis"
"9301","Lindera kwangtungensis"
"9302","Lindera kwangtungensis"
"9303","Lindera kwangtungensis"
"9304","Lindera kwangtungensis"
"9305","Lindera polyantha"
"9306","Lindera subumbelliflora"
"9307","Lindsayomyrtus racemoides"
"9308","Lindsayomyrtus racemoides"
"9309","Lindsayomyrtus racemoides"
"9310","Linospadix minor"
"9311","Lippia mcvaughi"
"9312","Liquidambar acalycina"
"9313","Liquidambar acalycina"
"9314","Liquidambar formosana"
"9315","Liquidambar formosana"
"9316","Liquidambar formosana"
"9317","Liquidambar formosana"
"9318","Liquidambar formosana"
"9319","Liquidambar formosana"
"9320","Liquidambar styraciflua"
"9321","Liriodendron chinense"
"9322","Liriodendron chinense"
"9323","Liriodendron tulipifera"
"9324","Liriodendron tulipifera"
"9325","Litchi chinensis"
"9326","Litchi chinensis"
"9327","Litchi chinensis"
"9328","Litchi chinensis"
"9329","Litchi chinensis"
"9330","Litchi chinensis"
"9331","Litchi chinensis"
"9332","Litchi longan"
"9333","Litchi longan"
"9334","Litchi longan"
"9335","Litchi longan"
"9336","Lithocarpus amygdalifolia"
"9337","Lithocarpus amygdalifolius"
"9338","Lithocarpus bennettii"
"9339","Lithocarpus bennettii"
"9340","Lithocarpus bennettii"
"9341","Lithocarpus blumeanus"
"9342","Lithocarpus celebica"
"9343","Lithocarpus chrysocomus"
"9344","Lithocarpus chrysocomus"
"9345","Lithocarpus confragosus"
"9346","Lithocarpus conocarpa"
"9347","Lithocarpus cooperta"
"9348","Lithocarpus corneus"
"9349","Lithocarpus daphnoideus"
"9350","Lithocarpus dealbata"
"9351","Lithocarpus dealbatus"
"9352","Lithocarpus dealbatus"
"9353","Lithocarpus densiflorus"
"9354","Lithocarpus elegans"
"9355","Lithocarpus encleisocarpus"
"9356","Lithocarpus encleisocarpus"
"9357","Lithocarpus fissus"
"9358","Lithocarpus glaber"
"9359","Lithocarpus glaber"
"9360","Lithocarpus glaber"
"9361","Lithocarpus glaber"
"9362","Lithocarpus gracilis"
"9363","Lithocarpus handelianus"
"9364","Lithocarpus handelianus"
"9365","Lithocarpus hemisphaericus"
"9366","Lithocarpus hystrix"
"9367","Lithocarpus indet"
"9368","Lithocarpus induta"
"9369","Lithocarpus javensis"
"9370","Lithocarpus kingianus"
"9371","Lithocarpus korthalsii"
"9372","Lithocarpus kunstleri"
"9373","Lithocarpus lampadarius"
"9374","Lithocarpus lampadarius"
"9375","Lithocarpus longipedicellatus"
"9376","Lithocarpus longipedicellatus"
"9377","Lithocarpus longipedicellatus"
"9378","Lithocarpus longipedicellatus"
"9379","Lithocarpus lucida"
"9380","Lithocarpus lucida"
"9381","Lithocarpus maingayi"
"9382","Lithocarpus megacarpus"
"9383","Lithocarpus mucronatus"
"9384","Lithocarpus omalokos"
"9385","Lithocarpus perclusus"
"9386","Lithocarpus podocarpus"
"9387","Lithocarpus pseudo-molucca"
"9388","Lithocarpus rassa"
"9389","Lithocarpus rassa"
"9390","Lithocarpus schlechteri"
"9391","Lithocarpus scortechinii"
"9392","Lithocarpus silvicolarum"
"9393","Lithocarpus soleriana"
"9394","Lithocarpus sultii"
"9395","Lithocarpus sundaica"
"9396","Lithocarpus sundaica"
"9397","Lithocarpus sundaica"
"9398","Lithocarpus symingtonianus"
"9399","Lithocarpus vestitus"
"9400","Lithocarpus wangianus"
"9401","Lithraea brasiliensis"
"9402","Lithraea molleoides"
"9403","Lithraea molleoides"
