"","ID_AE","Latitude","Longitude","Family","Genus","Species","X","Unit_X","Min_X","Max_X","Output","Output_TR","Unit_Y","Equation","RMSE","SEE","Corrected_for_bias","Substitute_equation","Sample_size","Veg_Component","Population","Location","Country","Ecoregion_WWF","Reference"
"1",36683,15.47113889,107.8157222,"Euphorbiaceae","Macaranga","denticulata","DBH","cm",5,75,"Biomass",NA,"kg","0.1245*X^(2.4163)",NA,10.158,NA,"Biomass=0.1245*(DBH)^(2.4163)",110,"total AGB","Individual","Compartment 329, Truong Son Commune, Quang Ninh District (QB-QN-02)","Viet Nam","Tropical and subtropical moist broadleaf forests","Hung, D.N., Son, N.V., Hung, N.P. (2012) Tree allometric equation development for estimation of forest above-ground biomass in Viet Nam - Evergreen broadleaf forests in  Quang Binh Province in (Eds) Inoguchi, A., Henry, M. Birigazzi, L. Sola, G. Tree allometric equation development for estimation of forest above-ground biomass in Viet Nam, UN-REDD Programme, Hanoi, Viet Nam"
"2",36683,15.47036111,107.8165556,"Euphorbiaceae","Macaranga","denticulata","DBH","cm",5,75,"Biomass",NA,"kg","0.1245*X^(2.4163)",NA,10.158,NA,"Biomass=0.1245*(DBH)^(2.4163)",110,"total AGB","Individual","Compartment 281, Truong Son Commune, Quang Ninh District (QB-QN-01)","Viet Nam","Tropical and subtropical moist broadleaf forests","Hung, D.N., Son, N.V., Hung, N.P. (2012) Tree allometric equation development for estimation of forest above-ground biomass in Viet Nam - Evergreen broadleaf forests in  Quang Binh Province in (Eds) Inoguchi, A., Henry, M. Birigazzi, L. Sola, G. Tree allometric equation development for estimation of forest above-ground biomass in Viet Nam, UN-REDD Programme, Hanoi, Viet Nam"
"3",36716,22.001,-159.4302,"Fabaceae","Acacia","mearnsii","DBH","cm",2,9,"Biomass","log","kg","#NAME?",NA,NA,TRUE,"log Biomass=-2.863+0*(DBH)+2.729*(LOG((DBH)^(1)))",20,"Whole tree (aboveground)","Individual","Kilohana, Lihue , island of Kauai","United States","Tropical and subtropical moist broadleaf forests","Dudley; N;  Fownes; J; 1992; Preliminary biomass equations for eight species of fast-growing tropical trees; Journal of Tropical Forest Science; 5; 68-73;"
"4",36716,19.4412,-155.0916,"Fabaceae","Acacia","mearnsii","DBH","cm",2,9,"Biomass","log","kg","#NAME?",NA,NA,TRUE,"log Biomass=-2.863+0*(DBH)+2.729*(LOG((DBH)^(1)))",20,"Whole tree (aboveground)","Individual","Mountain View, Puna district 30 km southwest of Hilo , Hawaii island","United States","Tropical and subtropical moist broadleaf forests","Dudley; N;  Fownes; J; 1992; Preliminary biomass equations for eight species of fast-growing tropical trees; Journal of Tropical Forest Science; 5; 68-73;"
"5",36725,4.83776,-73.90108,"Clethraceae","Clethra","fimbriata","DBH","cm",10,50,"Biomass",NA,"kg","1/(-0.0335468+0.942995/X)",NA,NA,NA,"Biomass=1/(-0.0335468+0.942995/(DBH))",10,"Stem+bark+leaves+branches","Individual","Reserva natural Encenillo, Cundinamarca","Colombia","Montane grasslands","Perez Lara, M; Diaz Timote, J. 2010. Estimacion del carbono contenido en la biomasa forestal aerea de dos bosques andinos en los departamentos de Santander y Cundinamarca. Ing. Forestal. CO., Universidad Distrital Francisco Jose de Caldas. 87 p. p."
"6",36726,6.088611,-73.132361,"Clusiaceae","Clusia","cruciata","DBH","cm",20,30,"Biomass",NA,"kg","1/(0.0396932-0.00147767*X)",NA,NA,NA,"Biomass=1/(0.0396932-0.00147767*(DBH))",16,"Stem+bark+leaves+branches","Individual","Reserva natural de Cachalu, Santander","Colombia","Tropical and subtropical moist broadleaf forests","Perez Lara, M; Diaz Timote, J. 2010. Estimacion del carbono contenido en la biomasa forestal aerea de dos bosques andinos en los departamentos de Santander y Cundinamarca. Ing. Forestal. CO., Universidad Distrital Francisco Jose de Caldas. 87 p. p."
"7",36727,6.088611,-73.132361,"Rubiaceae","Faramea","flavicans","DBH","cm",20,30,"Biomass",NA,"kg","1/(-0.025+0.695/X)",NA,NA,NA,"Biomass=1/(-0.025+0.695/(DBH))",16,"Stem+bark+leaves+branches","Individual","Reserva natural de Cachalu, Santander","Colombia","Tropical and subtropical moist broadleaf forests","Perez Lara, M; Diaz Timote, J. 2010. Estimacion del carbono contenido en la biomasa forestal aerea de dos bosques andinos en los departamentos de Santander y Cundinamarca. Ing. Forestal. CO., Universidad Distrital Francisco Jose de Caldas. 87 p. p."
"8",36728,6.088611,-73.132361,"Melastomataceae","Blakea","granatensis","DBH","cm",20,30,"Biomass",NA,"kg","1/(0.0300214-0.000971252*X)",NA,NA,NA,"Biomass=1/(0.0300214-0.000971252*(DBH))",14,"Stem+bark+leaves+branches","Individual","Reserva natural de Cachalu, Santander","Colombia","Tropical and subtropical moist broadleaf forests","Perez Lara, M; Diaz Timote, J. 2010. Estimacion del carbono contenido en la biomasa forestal aerea de dos bosques andinos en los departamentos de Santander y Cundinamarca. Ing. Forestal. CO., Universidad Distrital Francisco Jose de Caldas. 87 p. p."
"9",36732,4.83776,-73.90108,"Ericaceae","Macleania","rupestris","DBH","cm",10,50,"Biomass",NA,"kg","(-2.45123+0.81375*X)^(2)",NA,NA,NA,"Biomass=(-2.45123+0.81375*(DBH))^(2)",10,"Stem+bark+leaves+branches","Individual","Reserva natural Encenillo, Cundinamarca","Colombia","Montane grasslands","Perez Lara, M; Diaz Timote, J. 2010. Estimacion del carbono contenido en la biomasa forestal aerea de dos bosques andinos en los departamentos de Santander y Cundinamarca. Ing. Forestal. CO., Universidad Distrital Francisco Jose de Caldas. 87 p. p."
"10",36796,45.9405,-89.6118,"Salicaceae","Populus","tremuloides","DBH","cm",15,40,"Biomass","log10","kg","#NAME?",NA,NA,NA,"log10 Biomass=-0.685+2.249*(LOG10((DBH)^(1)))",9,"Whole tree (aboveground)","Individual","Northern Highlands State Forest, northern Wisconsin","United States","Temperate broadleaf and mixed forests","Pastor; J;  Bockheim; J; 1981; Biomass and production of an aspen-mixed hardwood-spodosol ecosystem in northern Wisconsin; Canadian Journal of Forest Research; 11; 132-138;"
"11",36804,22.925,-99.097222,"Caesalpiniaceae","Bauhinia","divaricata","DBH","cm",NA,NA,"Biomass",NA,"kg","(0.197575*X^2.34002)",NA,NA,NA,"(0.197575*(DBH)^2.34002)",33,"Whole tree (aboveground)","Individual","Tamaulipas","Mexico",NA,"Rodr¨ªguez R., J. Jim¨¦nez, J. Meza, O. Aguirre y R. Razo. 2008. Carbono contenido en un bosque tropical subcaducifolio en la reserva de la biosfera el cielo, Tamaulipas, M¨¦xico. Revista Latinoamericana de Recursos Naturales 4 (2):215 -222."
"12",36805,-7.09,107.67,"Fabaceae","Acacia","mangium","DBH","cm",NA,NA,"Biomass","Log","kg","(-0.727)+(1.131*(log(X)))",NA,NA,NA,"(-0.727)+(1.131*(log((DBH))))",26,"Aboveground biomass","Individual","Jawa Barat","Indonesia","Tropical and subtropical moist broadleaf forests","Krisnawati, H., W. C. Adinugroho and R. Imanuddin (2012). Monograph Allometric Models for Estimating Tree Biomass at Vrious Forest Ecosystem Types in Indonesia. Bogor, Indonesia, Research and Development Center for Conservation and Rehabilitation,  Forestry Research and Development Agency, Ministry of Forestry."
"13",36811,44.8831,-68.6719,"Fagaceae","Fagus","grandifolia","DBH","in",1,26,"Biomass","log","lb","1.3303+0*X+2.2988*(log(X^(1)))",NA,NA,NA,"log Biomass=1.3303+0*(DBH)+2.2988*(log((DBH)^(1)))",29,"Whole tree (above stump)","Individual","Orono, Maine","United States","Temperate broadleaf and mixed forests","Young, H. E.; Ribe, J. H.; Wainwright, K. 1980. Weight tables for tree and shrub species in Maine. Misc. Rep. 230. Orono, ME: University of Maine, Life Sciences and Agriculture Experiment Station."
"14",36813,41.312521,-101.879768,"Cornaceae","Nyssa","sylvatica","DBH^2","in2",3,24,"Biomass",NA,"lb","0+0*X+2.56795*(X^(1.18685))",NA,NA,NA,"Biomass=0+0*(DBH^2)+2.56795*((DBH^2)^(1.18685))",18,"Whole tree (aboveground)","Individual",NA,"United States","Temperate grasslands, savannas, and shrublands","Phillips; D; 1981; Predicted total-tree biomass of understory hardwoods; Res; Pap; SE-223; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Forest Experiment Station;"
"15",36817,35.212,-83.4217,"Fagaceae","Quercus","velutina","DBH^2","in2",139,475,"Biomass",NA,"lb","0+0*X+2.5465*(X^(1.22586))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.5465*((DBH^2)^(1.22586))",18,"Stem + branches (live)","Individual","Nantahala National Forests North Carolina","United States","Temperate broadleaf and mixed forests","Clark; A; I;  Schroeder; J; 1986; Weight; volume; and physical properties of major hardwood species in the southern Appalachian mountains; Res; Pap; SE-153; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Forest Experiment Sta"
"16",36817,35.8022,-82.3452,"Fagaceae","Quercus","velutina","DBH^2","in2",139,475,"Biomass",NA,"lb","0+0*X+2.5465*(X^(1.22586))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.5465*((DBH^2)^(1.22586))",18,"Stem + branches (live)","Individual","Pisgah National Forests North Carolina","United States","Temperate broadleaf and mixed forests","Clark; A; I;  Schroeder; J; 1986; Weight; volume; and physical properties of major hardwood species in the southern Appalachian mountains; Res; Pap; SE-153; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Forest Experiment Sta"
"17",36817,34.766,-84.1435,"Fagaceae","Quercus","velutina","DBH^2","in2",139,475,"Biomass",NA,"lb","0+0*X+2.5465*(X^(1.22586))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.5465*((DBH^2)^(1.22586))",18,"Stem + branches (live)","Individual","Chattahoochee National Forest in Georgia","United States","Temperate broadleaf and mixed forests","Clark; A; I;  Schroeder; J; 1986; Weight; volume; and physical properties of major hardwood species in the southern Appalachian mountains; Res; Pap; SE-153; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Forest Experiment Sta"
"18",36819,30.0684,-83.3669,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 9","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"19",36819,34.1901,-78.2818,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 23","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"20",36819,34.8324,-77.345,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 24","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"21",36819,35.2406,-77.1309,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 25","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"22",36819,36.1506,-76.9703,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 27","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"23",36819,30.684,-88.7733,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 3","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"24",36819,32.3166,-88.0774,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 4","United States","Temperate broadleaf and mixed forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"25",36819,31.8884,-87.3012,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 5","United States","Temperate broadleaf and mixed forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"26",36819,31.7278,-88.0774,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 6","United States","Temperate broadleaf and mixed forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"27",36819,30.684,-86.2574,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 8","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"28",36819,35.6956,-76.5957,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 26","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"29",36819,33.8957,-79.0847,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 22","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"30",36819,31.1925,-87.8633,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 7","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"31",36819,29.3726,-82.564,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 11","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"32",36819,33.4942,-79.4862,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 21","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"33",36819,36.7929,-76.8365,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 28","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"34",36819,29.8276,-82.9387,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 10","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"35",36819,29.3726,-81.6808,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 12","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"36",36819,29.9882,-81.7343,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 13","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"37",36819,30.3896,-81.7343,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 14","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"38",36819,31.0587,-82.1358,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 15","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"39",36819,32.2096,-81.3061,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 17","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"40",36819,31.7546,-90.7806,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 1","United States","Temperate broadleaf and mixed forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"41",36819,32.7716,-80.6905,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 18","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"42",36819,32.9054,-80.1285,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 20","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"43",36819,33.2266,-81.092,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 19","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"44",36819,31.1658,-88.7465,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 2","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"45",36819,31.1658,-81.7343,"Aceraceae","Acer","rubrum","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.52363*(X^(1.19648))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.52363*((DBH^2)^(1.19648))",80,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 16","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"46",36820,30.0684,-83.3669,"Cornaceae","Nyssa","sylvatica","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+2.5179*(X^(1.16725))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725))",72,"Whole tree (above stump)","Individual","Gulf and Atlantic Coastal Plains plot 9","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
