"","ID_list","ID","LAT","LON","Ecoregion_WWF","Equations","DBH5","DBH6","DBH7","DBH8","DBH9","DBH10","DBH11","DBH12","DBH13","DBH14","DBH15","DBH16","DBH17","DBH18","DBH19","DBH20","DBH21","DBH22","DBH23","DBH24","DBH25","DBH30","DBH35","DBH40","DBH45","DBH50","DBH55","DBH60","DBH65","DBH70","DBH75","DBH80","DBH85","DBH90","DBH95","DBH100","DBH110","DBH120","DBH130","DBH140","DBH150","DBH160","DBH170","DBH180","DBH190","DBH200","DBH210","DBH220","DBH230","DBH240","DBH250","DBH260","DBH270","DBH280","DBH290","DBH300"
"1790","ID1790",43153,35.1806,-81.4988,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+2.49193*((DBH^2)^(1.18881))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400.582023480797,577.9170161028,793.867997432167,1050.4358986525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1791","ID1791",43153,35.0425,-80.3973,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+2.49193*((DBH^2)^(1.18881))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400.582023480797,577.9170161028,793.867997432167,1050.4358986525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1792","ID1792",43153,37.3068,-79.1376,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+2.49193*((DBH^2)^(1.18881))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400.582023480797,577.9170161028,793.867997432167,1050.4358986525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1793","ID1793",43153,33.5031,-82.836,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+2.49193*((DBH^2)^(1.18881))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400.582023480797,577.9170161028,793.867997432167,1050.4358986525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1794","ID1794",43154,41.312521,-101.879768,"Temperate grasslands, savannas, and shrublands","Biomass=0+0*(DBH^2)+2.49773*((DBH^2)^(1.19895))",5.74801903904727,8.89993649694815,12.8800816081942,17.7409758366305,23.5307699502347,30.2940979001241,38.0726883898902,46.9058201985571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1795","ID1795",43155,30.0684,-83.3669,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1796","ID1796",43155,34.1901,-78.2818,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1797","ID1797",43155,34.8324,-77.345,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1798","ID1798",43155,35.2406,-77.1309,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1799","ID1799",43155,36.1506,-76.9703,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1800","ID1800",43155,30.684,-88.7733,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1801","ID1801",43155,32.3166,-88.0774,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1802","ID1802",43155,31.8884,-87.3012,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1803","ID1803",43155,31.7278,-88.0774,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1804","ID1804",43155,30.684,-86.2574,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1805","ID1805",43155,35.6956,-76.5957,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1806","ID1806",43155,33.8957,-79.0847,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1807","ID1807",43155,31.1925,-87.8633,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1808","ID1808",43155,29.3726,-82.564,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1809","ID1809",43155,33.4942,-79.4862,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1810","ID1810",43155,36.7929,-76.8365,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1811","ID1811",43155,29.8276,-82.9387,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1812","ID1812",43155,29.3726,-81.6808,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1813","ID1813",43155,29.9882,-81.7343,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1814","ID1814",43155,30.3896,-81.7343,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1815","ID1815",43155,31.0587,-82.1358,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1816","ID1816",43155,32.2096,-81.3061,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1817","ID1817",43155,31.7546,-90.7806,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1818","ID1818",43155,32.7716,-80.6905,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1819","ID1819",43155,32.9054,-80.1285,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1820","ID1820",43155,33.2266,-81.092,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1821","ID1821",43155,31.1658,-88.7465,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1822","ID1822",43155,31.1658,-81.7343,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+2.43427*((DBH^2)^(1.16974))",5.38465723970173,8.24899432844162,11.8310061580862,16.1693544192323,21.2991849015498,27.2528369411214,34.0603476806529,41.749824984906,50.3477319796104,59.8791097227917,70.3677551455404,81.8363657730137,94.306659208585,107.799473069689,122.334849524641,137.932107518972,154.609905031523,172.386293161745,191.278763454468,211.304289573875,232.479364215596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1824","ID1824",43175,22.001,-159.4302,"Tropical and subtropical moist broadleaf forests","log Biomass=-2.177+0*(DBH)+2.523*(LOG((DBH)^(1)))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1825","ID1825",43175,19.4412,-155.0916,"Tropical and subtropical moist broadleaf forests","log Biomass=-2.177+0*(DBH)+2.523*(LOG((DBH)^(1)))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1828","ID1828",43218,-2.216666667,113.9166667,"Tropical and subtropical moist broadleaf forests","0.107*((DBH)^2.486)",5.84821335848458,9.20169398565332,13.4988728049838,18.8133218530521,25.2133560156481,32.7630087404903,41.5227389487858,51.5499626979061,62.8994650014665,75.6237265274898,89.7731879375383,105.39646735271,122.540541812545,141.250900553982,161.571675877166,183.545755931106,207.214882731425,232.619737981085,259.800018716808,288.794504392208,319.64111669493,502.929623248457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1830","ID1830",43245,39.6736,-79.7932,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH)+1.81301*((DBH)^(2.56226))",NA,NA,NA,NA,NA,NA,NA,NA,53.9493995521387,65.2307155023144,77.8441016285155,91.842265551531,107.276396015837,124.196297922731,142.650508174723,162.686395968034,184.350250326039,207.687357050768,232.742066812381,259.557855751783,288.177379707797,459.772326432385,682.461111067325,960.878232111592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1831","ID1831",43246,38.597626,-80.454903,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH)+1.8082*((DBH)^(2.6174))",NA,7.78091893439358,11.6481624220258,16.5213503094259,22.4870327339788,29.6276910903038,38.0223558446736,47.7470782500248,58.875300693151,71.4781541001638,85.6247012720995,101.382139136977,118.815969126433,137.990142374339,158.967184716438,181.808305263696,206.573491456127,233.321592870111,262.110395580177,292.996688519243,326.036323007524,525.430138296714,786.577478047536,1115.65426283504,1518.50505305619,2000.69965491857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1832","ID1832",43250,41.312521,-101.879768,"Temperate grasslands, savannas, and shrublands","Biomass=0+0*(DBH^2)+1.76621*((DBH^2)^(1.21948))",4.17919126446357,6.51946772003544,9.49494998409752,13.150210972111,17.5263579198449,22.661693724155,28.5921931577228,35.3518590958583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1833","ID1833",43254,30.0684,-83.3669,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1834","ID1834",43254,34.1901,-78.2818,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1835","ID1835",43254,34.8324,-77.345,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1836","ID1836",43254,35.2406,-77.1309,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
